"AnimalID","Sex","DateofCapture","DateofRecapture","weight","weight2","GroupID","GroupSize","QueenID","GroupSizeRecapture","timediff","rateofbodymassgrowth","CompleteCapture","CompleteRecapture"
"KR13F020","Female",2014-08-06,2015-02-10,102,108,"Kuruman 13",21,"KR13F013",23,188,0.031914894,1,1
"KR13F027","Female",2014-08-08,2015-02-10,35,82,"Kuruman 13",21,"KR13F013",23,186,0.252688172,1,1
"KR13F028","Female",2014-08-08,2015-02-10,33,81,"Kuruman 13",21,"KR13F013",23,186,0.258064516,1,1
"KR13M004","Male",2014-08-06,2015-02-10,191,197,"Kuruman 13",21,"KR13F013",23,188,0.031914894,1,1
"KR13M005","Male",2014-08-05,2015-02-10,139,164,"Kuruman 13",21,"KR13F013",23,189,0.132275132,1,1
"KR13M022","Male",2014-08-05,2015-02-10,121,148,"Kuruman 13",21,"KR13F013",23,189,0.142857143,1,1
"KR13M024","Male",2014-08-06,2015-02-10,99,128,"Kuruman 13",21,"KR13F013",23,188,0.154255319,1,1
"KR13M026","Male",2014-08-07,2015-02-10,97,123,"Kuruman 13",21,"KR13F013",23,187,0.139037433,1,1
"KR13M030","Male",2014-08-08,2015-02-10,39,86,"Kuruman 13",21,"KR13F013",23,186,0.252688172,1,1
"KR13M015","Male",2014-08-06,2015-02-10,106,126,"Kuruman 13",21,"KR13F013",23,188,0.106382979,1,1
"KR13M008","Male",2014-08-05,2015-02-11,136,155,"Kuruman 13",21,"KR13F013",23,190,0.1,1,1
"KR13M012","Male",2014-08-06,2015-02-11,130,140,"Kuruman 13",21,"KR13F013",23,189,0.052910053,1,1
"KR13M031","Male",2014-08-08,2015-02-11,35,84,"Kuruman 13",21,"KR13F013",23,187,0.262032086,1,1
"KR13M030","Male",2015-02-10,2015-09-20,86,137,"Kuruman 13",23,"KR13F013",22,222,0.22972973,1,1
"KR13M031","Male",2015-02-11,2015-09-20,84,140,"Kuruman 13",23,"KR13F013",22,221,0.253393665,1,1
"KR13F019","Female",2015-02-10,2015-09-22,129,147,"Kuruman 13",23,"KR13F013",22,224,0.080357143,1,1
"KR13F037","Female",2015-02-13,2015-09-22,19,65,"Kuruman 13",23,"KR13F013",22,221,0.208144796,1,1
"KR13M033","Male",2015-02-11,2015-09-22,23,81,"Kuruman 13",23,"KR13F013",22,223,0.260089686,1,1
"KR13F034","Female",2015-02-12,2015-09-22,28,82,"Kuruman 13",23,"KR13F013",22,222,0.243243243,1,1
"KR13M032","Male",2015-02-12,2015-09-23,29,96,"Kuruman 13",23,"KR13F013",22,223,0.30044843,1,1
"KR13M036","Male",2015-02-13,2015-09-23,22,81,"Kuruman 13",23,"KR13F013",22,222,0.265765766,1,1
"KR13F028","Female",2015-02-10,2015-09-23,81,100,"Kuruman 13",23,"KR13F013",22,225,0.084444444,1,1
"KR13F035","Female",2015-02-12,2015-09-24,22,77,"Kuruman 13",23,"KR13F013",22,224,0.245535714,1,1
"KR13M004","Male",2015-02-10,2015-09-24,197,193,"Kuruman 13",23,"KR13F013",22,226,-0.017699115,1,1
"KR13F043","Female",2015-09-22,2016-04-12,59,79,"Kuruman 13",22,"KR13F013",24,203,0.098522167,1,1
"KR13M032","Male",2015-09-23,2016-04-12,96,130,"Kuruman 13",22,"KR13F013",24,202,0.168316832,1,1
"KR13M033","Male",2015-09-22,2016-04-12,81,122,"Kuruman 13",22,"KR13F013",24,203,0.201970443,1,1
"KR13F040","Female",2015-09-21,2016-04-12,74,98,"Kuruman 13",22,"KR13F013",24,204,0.117647059,1,1
"KR13M030","Male",2015-09-20,2016-04-12,137,157,"Kuruman 13",22,"KR13F013",24,205,0.097560976,1,1
"KR13M029","Male",2015-09-22,2016-04-12,147,178,"Kuruman 13",22,"KR13F013",24,203,0.15270936,1,1
"KR13M041","Male",2015-09-22,2016-04-13,35,93,"Kuruman 13",22,"KR13F013",24,204,0.284313725,1,1
"KR13M036","Male",2015-09-23,2016-04-13,81,117,"Kuruman 13",22,"KR13F013",24,203,0.177339901,1,1
"KR13F034","Female",2015-09-22,2016-04-13,82,108,"Kuruman 13",22,"KR13F013",24,204,0.12745098,1,1
"KR13F042","Female",2015-09-22,2016-04-13,67,83,"Kuruman 13",22,"KR13F013",24,204,0.078431373,1,1
"KR13M004","Male",2015-09-24,2016-04-13,193,196,"Kuruman 13",22,"KR13F013",24,202,0.014851485,1,1
"KR13F039","Female",2015-09-21,2016-04-13,76,92,"Kuruman 13",22,"KR13F013",24,205,0.07804878,1,1
"KR13F037","Female",2015-09-22,2016-04-13,65,84,"Kuruman 13",22,"KR13F013",24,204,0.093137255,1,1
"KR13F038","Female",2015-09-21,2016-04-14,32,79,"Kuruman 13",22,"KR13F013",24,206,0.22815534,1,1
"KR13F035","Female",2015-09-24,2016-04-14,77,91,"Kuruman 13",22,"KR13F013",24,203,0.068965517,1,1
"KR13M045","Male",2016-04-12,2017-01-23,65,161,"Kuruman 13",24,"KR13F013",13,286,0.335664336,1,1
"KR13M004","Male",2016-04-13,2017-01-24,196,218,"Kuruman 13",24,"KR13F013",13,286,0.076923077,1,1
"KR13M051","Male",2016-04-16,2017-01-24,51,134,"Kuruman 13",24,"KR13F013",13,283,0.293286219,1,1
"KR13F050","Female",2016-04-14,2017-01-24,19,100,"Kuruman 13",24,"KR13F013",13,285,0.284210526,1,1
"KR13M041","Male",2016-04-13,2017-01-24,93,178,"Kuruman 13",24,"KR13F013",13,286,0.297202797,1,1
"KR13M049","Male",2016-04-14,2017-01-25,20,135,"Kuruman 13",24,"KR13F013",13,286,0.402097902,1,1
"KR13M046","Male",2016-04-13,2017-01-26,68,145,"Kuruman 13",24,"KR13F013",13,288,0.267361111,1,1
"KR13F055","Female",2017-01-24,2017-08-16,74,103,"Kuruman 13",13,NA,2,204,0.142156863,1,1
"L18F014","Female",2016-03-01,2016-05-30,100,105,"Lonely 18",5,"L18F002",1,90,0.055555556,1,1
"L18F014","Female",2016-05-30,2017-01-31,105,119,"Kuruman 14",1,NA,1,246,0.056910569,1,1
"L18F014","Female",2017-01-31,2017-08-09,119,107,"Kuruman 14",1,NA,1,190,-0.063157895,1,1
"L18F014","Female",2017-08-09,2018-04-13,107,119,"Kuruman 14",1,NA,1,247,0.048582996,1,1
"KR13F037","Female",2016-04-13,2016-09-06,84,93,"Kuruman 13",24,"KR13F013",1,146,0.061643836,1,1
"KR13F037","Female",2016-09-06,2017-03-08,93,109,"Kuruman 15",1,NA,1,183,0.087431694,1,1
"KR13F037","Female",2017-03-08,2017-09-13,109,107,"Kuruman 15",1,NA,1,189,-0.010582011,1,1
"KR19M006","Male",2017-02-14,2017-08-01,25,67,"Kuruman 19",8,"KR13F017",7,168,0.25,1,1
"KR19M002","Male",2017-02-13,2017-08-02,22,64,"Kuruman 19",8,"KR13F017",7,170,0.247058824,1,1
"KR19F003","Female",2017-02-14,2017-08-03,22,55,"Kuruman 19",8,"KR13F017",7,170,0.194117647,1,1
"KR19F001","Female",2017-02-14,2017-08-03,64,83,"Kuruman 19",8,"KR13F017",7,170,0.111764706,1,1
"KR19M004","Male",2017-02-14,2017-08-03,75,87,"Kuruman 19",8,"KR13F017",7,170,0.070588235,1,1
"KR19M006","Male",2017-08-01,2018-05-23,67,96,"Kuruman 19",7,"KR13F017",8,295,0.098305085,1,1
"KR19F003","Female",2017-08-03,2018-05-24,55,77,"Kuruman 19",7,"KR13F017",8,294,0.074829932,1,1
"KR19F009","Female",2018-05-24,2018-11-14,91,103,"Kuruman 19",8,"KR13F017",6,174,0.068965517,1,0
"KR19M006","Male",2018-05-23,2018-11-15,96,115,"Kuruman 19",8,"KR13F017",6,176,0.107954545,1,0
"KR19F007","Female",2018-05-23,2018-11-18,69,82,"Kuruman 19",8,"KR13F017",6,179,0.072625698,1,0
"KR19F007","Female",2018-11-18,2019-03-25,82,88,"Kuruman 19",6,"KR13F017",9,127,0.047244094,0,0
"KR19M006","Male",2018-11-15,2019-03-25,115,119,"Kuruman 19",6,"KR13F017",9,130,0.030769231,0,0
"KR19M008","Male",2018-05-23,2019-03-27,60,100,"Kuruman 19",8,"KR13F017",9,308,0.12987013,1,0
"KR19F009","Female",2018-11-14,2019-03-27,103,110,"Kuruman 19",6,"KR13F017",9,133,0.052631579,0,0
"KR19F003","Female",2018-05-24,2019-03-28,77,93,"Kuruman 19",8,"KR13F017",9,308,0.051948052,1,0
"KR19F007","Female",2019-03-25,2019-11-15,88,89,"Kuruman 19",9,"KR13F017",12,235,0.004255319,0,1
"KR19M011","Male",2018-11-18,2019-11-17,67,101,"Kuruman 19",6,"KR13F017",12,364,0.093406593,0,1
"KR19F012","Female",2019-03-28,2019-11-18,85,94,"Kuruman 19",9,"KR13F017",12,235,0.038297872,0,1
"KR19M005","Male",2019-03-25,2019-11-18,107,120,"Kuruman 19",9,"KR13F017",12,238,0.054621849,0,1
"KR19F009","Female",2019-03-27,2019-11-18,110,113,"Kuruman 19",9,"KR13F017",12,236,0.012711864,0,1
"KR19M006","Male",2019-03-25,2019-11-20,119,117,"Kuruman 19",9,"KR13F017",12,240,-0.008333333,0,1
"KR19F015","Female",2019-11-17,2020-04-28,75,72,"Kuruman 19",12,"KR13F017",10,163,-0.018404908,1,0
"KR19M014","Male",2019-11-16,2020-04-28,64,74,"Kuruman 19",12,"KR13F017",10,164,0.06097561,1,0
"KR19F007","Female",2019-11-15,2020-04-28,89,86,"Kuruman 19",12,"KR13F017",10,165,-0.018181818,1,0
"KR19M011","Male",2019-11-17,2020-04-28,101,90,"Kuruman 19",12,"KR13F017",10,163,-0.067484663,1,0
"KR19F009","Female",2019-11-18,2020-04-28,113,104,"Kuruman 19",12,"KR13F017",10,162,-0.055555556,1,0
"KR19M006","Male",2019-11-20,2020-04-28,117,111,"Kuruman 19",12,"KR13F017",10,160,-0.0375,1,0
"KR19M016","Male",2019-11-17,2020-04-29,54,66,"Kuruman 19",12,"KR13F017",10,164,0.073170732,1,0
"KR19M005","Male",2019-11-18,2020-04-30,120,106,"Kuruman 19",12,"KR13F017",10,164,-0.085365854,1,0
"KR2F001","Female",2014-01-31,2014-07-27,169,151,"Kuruman 2",1,NA,1,177,-0.101694915,1,1
"KR2F001","Female",2014-07-27,2015-02-17,151,158,"Kuruman 2",1,NA,1,205,0.034146341,1,1
"KR2F001","Female",2015-02-17,2015-10-15,158,169,"Kuruman 2",1,NA,1,240,0.045833333,1,1
"KR20M002","Male",2017-01-19,2017-08-01,26,77,"Kuruman 20",7,"KR8F003",10,194,0.262886598,1,1
"KR20M005","Male",2017-01-18,2017-08-01,29,95,"Kuruman 20",7,"KR8F003",10,195,0.338461538,1,1
"KR20M001","Male",2017-01-17,2017-08-02,79,108,"Kuruman 20",7,"KR8F003",10,197,0.147208122,1,1
"KR20M003","Male",2017-01-19,2017-08-02,26,86,"Kuruman 20",7,"KR8F003",10,195,0.307692308,1,1
"KR20M004","Male",2017-01-19,2017-08-02,29,80,"Kuruman 20",7,"KR8F003",10,195,0.261538462,1,1
"KR20M002","Male",2017-08-01,2018-05-09,77,117,"Kuruman 20",10,"KR8F003",13,281,0.142348754,1,0
"KR20M008","Male",2017-08-03,2018-05-10,48,98,"Kuruman 20",10,"KR8F003",13,280,0.178571429,1,0
"KR20M005","Male",2017-08-01,2018-05-10,95,140,"Kuruman 20",10,"KR8F003",13,282,0.159574468,1,0
"KR20M003","Male",2017-08-02,2018-05-11,86,134,"Kuruman 20",10,"KR8F003",13,282,0.170212766,1,0
"KR20M006","Male",2017-08-02,2018-05-11,48,98,"Kuruman 20",10,"KR8F003",13,282,0.177304965,1,0
"KR20F007","Female",2017-08-02,2018-05-11,46,91,"Kuruman 20",10,"KR8F003",13,282,0.159574468,1,0
"KR20M005","Male",2018-05-10,2018-09-21,140,142,"Kuruman 20",13,"KR8F003",14,134,0.014925373,0,1
"KR20F013","Female",2018-05-09,2018-09-21,71,78,"Kuruman 20",13,"KR8F003",14,135,0.051851852,0,1
"KR20M002","Male",2018-05-09,2018-09-21,117,109,"Kuruman 20",13,"KR8F003",14,135,-0.059259259,0,1
"KR20M006","Male",2018-05-11,2018-09-22,98,100,"Kuruman 20",13,"KR8F003",14,134,0.014925373,0,1
"KR20F009","Female",2018-05-13,2018-09-22,60,80,"Kuruman 20",13,"KR8F003",14,132,0.151515152,0,1
"KR20M003","Male",2018-05-11,2018-09-22,134,130,"Kuruman 20",13,"KR8F003",14,134,-0.029850746,0,1
"KR20F011","Female",2018-05-12,2018-09-22,80,99,"Kuruman 20",13,"KR8F003",14,133,0.142857143,0,1
"KR20M010","Male",2018-05-13,2018-09-23,69,100,"Kuruman 20",13,"KR8F003",14,133,0.233082707,0,1
"KR20F012","Female",2018-05-12,2018-09-23,58,84,"Kuruman 20",13,"KR8F003",14,134,0.194029851,0,1
"KR20F007","Female",2018-05-11,2018-09-23,91,104,"Kuruman 20",13,"KR8F003",14,135,0.096296296,0,1
"KR20M008","Male",2018-05-10,2018-09-26,98,113,"Kuruman 20",13,"KR8F003",14,139,0.107913669,0,1
"KR20M005","Male",2018-09-21,2019-03-25,142,160,"Kuruman 20",14,"KR8F003",17,185,0.097297297,1,1
"KR20M010","Male",2018-09-23,2019-03-25,100,128,"Kuruman 20",14,"KR8F003",17,183,0.153005464,1,1
"KR20F012","Female",2018-09-23,2019-03-25,84,93,"Kuruman 20",14,"KR8F003",17,183,0.049180328,1,1
"KR20M002","Male",2018-09-21,2019-03-25,109,135,"Kuruman 20",14,"KR8F003",17,185,0.140540541,1,1
"KR20F013","Female",2018-09-21,2019-03-26,78,100,"Kuruman 20",14,"KR8F003",17,186,0.11827957,1,1
"KR20M014","Male",2018-09-22,2019-03-26,55,96,"Kuruman 20",14,"KR8F003",17,185,0.221621622,1,1
"KR20F011","Female",2018-09-22,2019-03-26,99,115,"Kuruman 20",14,"KR8F003",17,185,0.086486486,1,1
"KR20F009","Female",2018-09-22,2019-03-27,80,87,"Kuruman 20",14,"KR8F003",17,186,0.037634409,1,1
"KR20M008","Male",2018-09-26,2019-03-27,113,147,"Kuruman 20",14,"KR8F003",17,182,0.186813187,1,1
"KR20M006","Male",2018-09-22,2019-03-27,100,135,"Kuruman 20",14,"KR8F003",17,186,0.188172043,1,1
"KR21F001","Female",2015-02-27,2015-10-11,104,109,"Kuruman 21",1,NA,1,226,0.022123894,1,1
"KR21F001","Female",2015-10-11,2016-04-17,109,108,"Kuruman 21",1,NA,1,189,-0.005291005,1,1
"KR21F001","Female",2016-04-17,2017-01-16,108,115,"Kuruman 21",1,NA,1,274,0.025547445,1,1
"KR21F001","Female",2017-01-16,2017-07-31,115,113,"Kuruman 21",1,NA,1,196,-0.010204082,1,1
"KR21F001","Female",2017-07-31,2018-04-25,113,113,"Kuruman 21",1,NA,1,268,0,1,1
"KR21F001","Female",2018-04-25,2018-10-01,113,106,"Kuruman 21",1,NA,1,159,-0.044025157,1,1
"KR21F001","Female",2018-10-01,2019-03-21,106,102,"Kuruman 21",1,NA,1,171,-0.023391813,1,1
"KR21F001","Female",2019-03-21,2020-03-06,102,108,"Kuruman 21",1,NA,1,351,0.017094017,1,1
"KR1F014","Female",2015-09-27,2016-03-17,144,142,"Kuruman 22",1,NA,1,172,-0.011627907,1,1
"KR1F014","Female",2016-03-17,2017-02-13,142,154,"Kuruman 22",1,NA,1,333,0.036036036,1,1
"KR13F016","Female",2015-09-27,2016-04-17,144,153,"Kuruman 23",1,NA,1,203,0.044334975,1,1
"KR13F016","Female",2016-04-17,2017-01-17,153,156,"Kuruman 23",1,NA,1,275,0.010909091,1,1
"KR13F016","Female",2017-01-17,2017-08-02,156,152,"Kuruman 23",1,NA,1,197,-0.020304569,1,1
"KR24F002","Female",2019-09-23,2020-03-30,105,123,"Kuruman 24",3,"KR1F015",3,189,0.095238095,1,1
"KR24M003","Male",2019-09-25,2020-03-30,153,173,"Kuruman 24",3,"KR1F015",3,187,0.106951872,1,1
"L13F005","Female",2016-02-04,2017-01-16,129,127,"Kuruman 25",1,NA,1,347,-0.005763689,1,1
"L13F005","Female",2017-01-16,2017-07-31,127,119,"Kuruman 25",1,NA,1,196,-0.040816327,1,1
"L13F005","Female",2017-07-31,2018-04-25,119,119,"Kuruman 25",1,NA,1,268,0,1,1
"L13F005","Female",2018-04-25,2019-03-23,119,121,"Kuruman 25",1,NA,1,332,0.006024096,1,1
"L13F005","Female",2019-03-23,2020-03-05,121,114,"Kuruman 25",1,NA,1,348,-0.020114943,1,1
"KR26M003","Male",2017-01-31,2017-08-07,58,98,"Kuruman 26",5,"KR13F025",9,188,0.212765957,1,1
"KR26M001","Male",2017-01-31,2017-08-07,62,109,"Kuruman 26",5,"KR13F025",9,188,0.25,1,1
"KR26F002","Female",2017-01-30,2017-08-08,52,80,"Kuruman 26",5,"KR13F025",9,190,0.147368421,1,1
"KR26F002","Female",2017-08-08,2018-03-29,80,98,"Kuruman 26",9,"KR13F025",15,233,0.077253219,1,1
"KR26F005","Female",2017-08-07,2018-03-29,58,111,"Kuruman 26",9,"KR13F025",15,234,0.226495726,1,1
"KR26M006","Male",2017-08-08,2018-03-30,80,129,"Kuruman 26",9,"KR13F025",15,234,0.209401709,1,1
"KR26F004","Female",2017-08-07,2018-03-30,66,103,"Kuruman 26",9,"KR13F025",15,235,0.157446809,1,1
"KR26F007","Female",2017-08-09,2018-03-30,59,96,"Kuruman 26",9,"KR13F025",15,233,0.158798283,1,1
"KR26M003","Male",2017-08-07,2018-03-31,98,150,"Kuruman 26",9,"KR13F025",15,236,0.220338983,1,1
"KR26M001","Male",2017-08-07,2018-04-01,109,150,"Kuruman 26",9,"KR13F025",15,237,0.172995781,1,1
"KR26F013","Female",2018-03-31,2018-11-06,49,87,"Kuruman 26",15,"KR13F025",9,220,0.172727273,1,0
"KR26M008","Male",2018-03-30,2018-11-07,79,99,"Kuruman 26",15,"KR13F025",9,222,0.09009009,1,0
"KR26F012","Female",2018-03-31,2018-11-07,69,88,"Kuruman 26",15,"KR13F025",9,221,0.085972851,1,0
"KR26F011","Female",2018-03-30,2018-11-07,48,85,"Kuruman 26",15,"KR13F025",9,222,0.166666667,1,0
"KR26F011","Female",2018-11-07,2019-10-17,85,108,"Kuruman 26",9,"KR13F025",13,344,0.066860465,0,1
"KR26M015","Male",2018-11-07,2019-10-17,74,137,"Kuruman 26",9,"KR13F025",13,344,0.183139535,0,1
"KR26F013","Female",2018-11-06,2019-10-17,87,118,"Kuruman 26",9,"KR13F025",13,345,0.089855072,0,1
"KR26M014","Male",2018-11-06,2019-10-18,58,126,"Kuruman 26",9,"KR13F025",13,346,0.196531792,0,1
"KR26F011","Female",2019-10-17,2020-05-04,108,116,"Kuruman 26",13,"KR13F025",11,200,0.04,1,1
"KR26M017","Male",2019-10-17,2020-05-04,93,124,"Kuruman 26",13,"KR13F025",11,200,0.155,1,1
"KR26F013","Female",2019-10-17,2020-05-04,118,135,"Kuruman 26",13,"KR13F025",11,200,0.085,1,1
"KR26M018","Male",2019-10-18,2020-05-04,82,106,"Kuruman 26",13,"KR13F025",11,199,0.120603015,1,1
"KR26F021","Female",2019-10-19,2020-05-04,36,67,"Kuruman 26",13,"KR13F025",11,198,0.156565657,1,1
"KR26F024","Female",2019-10-20,2020-05-04,81,83,"Kuruman 26",13,"KR13F025",11,197,0.010152284,1,1
"KR26M019","Male",2019-10-18,2020-05-04,78,86,"Kuruman 26",13,"KR13F025",11,199,0.040201005,1,1
"KR26F022","Female",2019-10-20,2020-05-04,79,91,"Kuruman 26",13,"KR13F025",11,197,0.060913706,1,1
"KR26M020","Male",2019-10-19,2020-05-04,27,66,"Kuruman 26",13,"KR13F025",11,198,0.196969697,1,1
"KR26F023","Female",2019-10-20,2020-05-04,36,71,"Kuruman 26",13,"KR13F025",11,197,0.177664975,1,1
"KR13F006","Female",2015-09-20,2016-04-13,138,128,"Kuruman 13",22,"KR13F013",1,206,-0.048543689,1,1
"KR27M001","Male",2016-07-25,2017-02-05,61,106,"Kuruman 27",3,"KR13F006",11,195,0.230769231,1,1
"KR27M001","Male",2017-02-05,2017-08-07,106,123,"Kuruman 27",11,"KR13F006",12,183,0.092896175,1,1
"KR27F002","Female",2017-02-05,2017-08-08,64,107,"Kuruman 27",11,"KR13F006",12,184,0.233695652,1,1
"KR27F008","Female",2017-02-06,2017-08-08,63,92,"Kuruman 27",11,"KR13F006",12,183,0.158469945,1,1
"KR13M029","Male",2017-02-05,2017-08-09,176,163,"Kuruman 27",11,"KR13F006",12,185,-0.07027027,1,1
"KR27M006","Male",2017-02-07,2017-08-09,34,89,"Kuruman 27",11,"KR13F006",12,183,0.300546448,1,1
"KR27M004","Male",2017-02-06,2017-08-09,28,85,"Kuruman 27",11,"KR13F006",12,184,0.309782609,1,1
"KR27F003","Female",2017-02-06,2017-08-10,54,97,"Kuruman 27",11,"KR13F006",12,185,0.232432432,1,1
"KR27M005","Male",2017-02-06,2017-08-11,59,112,"Kuruman 27",11,"KR13F006",12,186,0.284946237,1,1
"KR27M009","Male",2017-08-10,2018-04-07,69,110,"Kuruman 27",12,"KR13F006",16,240,0.170833333,1,0
"KR27M006","Male",2017-08-09,2018-04-09,89,148,"Kuruman 27",12,"KR13F006",16,243,0.242798354,1,0
"KR27M005","Male",2017-08-11,2018-04-10,112,166,"Kuruman 27",12,"KR13F006",16,242,0.223140496,1,0
"KR27F010","Female",2017-08-11,2018-04-11,53,92,"Kuruman 27",12,"KR13F006",16,243,0.160493827,1,0
"KR27M014","Male",2018-04-07,2018-11-25,49,131,"Kuruman 27",16,"KR13F006",8,232,0.353448276,0,0
"KR27F013","Female",2018-04-06,2018-11-27,34,97,"Kuruman 27",16,"KR13F006",8,235,0.268085106,0,0
"KR27M015","Male",2018-04-09,2018-11-28,71,126,"Kuruman 27",16,"KR13F006",8,233,0.236051502,0,0
"KR27M017","Male",2018-04-10,2018-11-28,29,114,"Kuruman 27",16,"KR13F006",8,232,0.36637931,0,0
"KR27F012","Female",2018-04-07,2018-11-29,27,90,"Kuruman 27",16,"KR13F006",8,236,0.266949153,0,0
"KR27F012","Female",2018-11-29,2019-09-16,90,111,"Kuruman 27",8,"KR13F006",6,291,0.072164948,0,0
"KR27F013","Female",2018-11-27,2019-09-17,97,107,"Kuruman 27",8,"KR13F006",6,294,0.034013605,0,0
"KR13M029","Male",2018-11-28,2019-09-18,194,174,"Kuruman 27",8,"KR13F006",6,294,-0.068027211,0,0
"KR27M009","Male",2019-09-21,2020-05-06,165,149,"Kuruman 27",6,"KR13F006",8,228,-0.070175439,0,1
"KR27F013","Female",2019-09-17,2020-05-06,107,92,"Kuruman 27",6,"KR13F006",8,232,-0.064655172,0,1
"KR13M029","Male",2019-09-18,2020-05-06,174,181,"Kuruman 27",6,"KR13F006",8,231,0.03030303,0,1
"KR13M046","Male",2017-10-23,2018-04-21,157,170,"Kuruman 28",6,"KR28F001",8,180,0.072222222,0,1
"KR28F003","Female",2017-10-21,2018-04-22,57,99,"Kuruman 28",6,"KR28F001",8,183,0.229508197,0,1
"KR28M008","Male",2018-04-23,2018-09-15,37,81,"Kuruman 28",8,"KR28F001",9,145,0.303448276,1,1
"KR28M005","Male",2018-04-21,2018-09-15,66,105,"Kuruman 28",8,"KR28F001",9,147,0.265306122,1,1
"KR28M007","Male",2018-04-21,2018-09-15,35,89,"Kuruman 28",8,"KR28F001",9,147,0.367346939,1,1
"KR13M046","Male",2018-04-21,2018-09-15,170,163,"Kuruman 28",8,"KR28F001",9,147,-0.047619048,1,1
"KR28F006","Female",2018-04-22,2018-09-16,33,74,"Kuruman 28",8,"KR28F001",9,147,0.278911565,1,1
"KR28F003","Female",2018-04-22,2018-09-18,99,111,"Kuruman 28",8,"KR28F001",9,149,0.080536913,1,1
"KR28M005","Male",2018-09-15,2019-03-19,105,141,"Kuruman 28",9,"KR28F001",11,185,0.194594595,1,1
"KR28M008","Male",2018-09-15,2019-03-19,81,126,"Kuruman 28",9,"KR28F001",11,185,0.243243243,1,1
"KR28F006","Female",2018-09-16,2019-03-19,74,97,"Kuruman 28",9,"KR28F001",11,184,0.125,1,1
"KR28M010","Male",2018-09-16,2019-03-19,50,116,"Kuruman 28",9,"KR28F001",11,184,0.358695652,1,1
"KR28M007","Male",2018-09-15,2019-03-19,89,127,"Kuruman 28",9,"KR28F001",11,185,0.205405405,1,1
"KR13M046","Male",2018-09-15,2019-03-20,163,185,"Kuruman 28",9,"KR28F001",11,186,0.11827957,1,1
"KR28F009","Female",2018-09-16,2019-03-20,54,98,"Kuruman 28",9,"KR28F001",11,185,0.237837838,1,1
"KR28F003","Female",2018-09-18,2019-03-20,111,119,"Kuruman 28",9,"KR28F001",11,183,0.043715847,1,1
"KR28F009","Female",2019-03-20,2019-09-16,98,122,"Kuruman 28",11,"KR28F001",8,180,0.133333333,1,1
