"AnimalID","Sex","DateofCapture","DateofRecapture","weight","weight2","GroupID","GroupSize","QueenID","GroupSizeRecapture","timediff","rateofbodymassgrowth","CompleteCapture","CompleteRecapture"
"KR8F012","Female",2017-08-14,2018-04-30,94,130,"Kuruman 8",11,"KR8F002",16,259,0.138996139,1,0
"KR8M019","Male",2017-08-15,2018-05-01,72,122,"Kuruman 8",11,"KR8F002",16,259,0.193050193,1,0
"KR8F016","Female",2017-08-14,2018-05-02,69,93,"Kuruman 8",11,"KR8F002",16,261,0.091954023,1,0
"KR8M013","Male",2017-08-16,2018-05-02,143,175,"Kuruman 8",11,"KR8F002",16,259,0.123552124,1,0
"KR8M018","Male",2017-08-15,2018-05-02,50,121,"Kuruman 8",11,"KR8F002",16,260,0.273076923,1,0
"KR8M013","Male",2018-05-02,2018-11-05,175,180,"Kuruman 8",16,"KR8F002",16,187,0.026737968,0,0
"KR8M022","Male",2018-05-02,2018-11-05,75,108,"Kuruman 8",16,"KR8F002",16,187,0.176470588,0,0
"KR8F021","Female",2018-05-01,2018-11-06,47,102,"Kuruman 8",16,"KR8F002",16,189,0.291005291,0,0
"KR8M026","Male",2018-05-02,2018-11-07,64,124,"Kuruman 8",16,"KR8F002",16,189,0.317460317,0,0
"KR8M020","Male",2018-04-30,2018-11-07,45,96,"Kuruman 8",16,"KR8F002",16,191,0.267015707,0,0
"KR8F012","Female",2018-04-30,2018-11-08,130,161,"Kuruman 8",16,"KR8F002",16,192,0.161458333,0,0
"KR8M018","Male",2018-05-02,2018-11-09,121,128,"Kuruman 8",16,"KR8F002",16,191,0.036649215,0,0
"KR8M023","Male",2018-11-07,2019-03-10,107,145,"Kuruman 8",16,NA,15,123,0.308943089,0,0
"KR8M026","Male",2018-11-07,2019-03-10,124,143,"Kuruman 8",16,NA,15,123,0.154471545,0,0
"KR8M020","Male",2018-11-07,2019-03-10,96,119,"Kuruman 8",16,NA,15,123,0.18699187,0,0
"KR7M016","Male",2018-11-07,2019-03-10,160,168,"Kuruman 8",16,NA,15,123,0.06504065,0,0
"KR8M022","Male",2018-11-05,2019-03-10,108,137,"Kuruman 8",16,NA,15,125,0.232,0,0
"KR8M024","Male",2018-11-09,2019-03-10,100,120,"Kuruman 8",16,NA,15,121,0.165289256,0,0
"KR8M011","Male",2018-11-09,2019-03-10,192,203,"Kuruman 8",16,NA,15,121,0.090909091,0,0
"KR8F027","Female",2018-11-06,2019-03-10,62,87,"Kuruman 8",16,NA,15,124,0.201612903,0,0
"KR8F029","Female",2018-11-09,2019-03-10,69,95,"Kuruman 8",16,NA,15,121,0.214876033,0,0
"KR8M013","Male",2018-11-05,2019-03-10,180,198,"Kuruman 8",16,NA,15,125,0.144,0,0
"KR8F030","Female",2019-03-10,2019-10-15,41,117,"Kuruman 8",15,"KR8F012",15,219,0.347031963,0,1
"KR8M032","Male",2019-03-10,2019-10-15,47,106,"Kuruman 8",15,"KR8F012",15,219,0.269406393,0,1
"KR8M024","Male",2019-03-10,2019-10-15,120,131,"Kuruman 8",15,"KR8F012",15,219,0.050228311,0,1
"KR8F031","Female",2019-03-10,2019-10-15,46,106,"Kuruman 8",15,"KR8F012",15,219,0.273972603,0,1
"KR7M016","Male",2019-03-10,2019-10-16,168,165,"Kuruman 8",15,"KR8F012",15,220,-0.013636364,0,1
"KR8F027","Female",2019-03-10,2019-10-16,87,115,"Kuruman 8",15,"KR8F012",15,220,0.127272727,0,1
"KR8M013","Male",2019-03-10,2019-10-16,198,190,"Kuruman 8",15,"KR8F012",15,220,-0.036363636,0,1
"KR8M011","Male",2019-03-10,2019-10-16,203,195,"Kuruman 8",15,"KR8F012",15,220,-0.036363636,0,1
"KR8F027","Female",2019-10-16,2020-04-20,115,118,"Kuruman 8",15,"KR8F012",22,187,0.016042781,1,1
"KR8M011","Male",2019-10-16,2020-04-20,195,204,"Kuruman 8",15,"KR8F012",22,187,0.048128342,1,1
"KR8M034","Male",2019-10-16,2020-04-20,67,107,"Kuruman 8",15,"KR8F012",22,187,0.213903743,1,1
"KR8M035","Male",2019-10-16,2020-04-20,80,120,"Kuruman 8",15,"KR8F012",22,187,0.213903743,1,1
"KR8F030","Female",2019-10-15,2020-04-20,117,128,"Kuruman 8",15,"KR8F012",22,188,0.058510638,1,1
"KR8M024","Male",2019-10-15,2020-04-20,131,138,"Kuruman 8",15,"KR8F012",22,188,0.037234043,1,1
"KR8F036","Female",2019-10-16,2020-04-20,48,84,"Kuruman 8",15,"KR8F012",22,187,0.192513369,1,1
"KR8F038","Female",2019-10-17,2020-04-20,48,83,"Kuruman 8",15,"KR8F012",22,186,0.188172043,1,1
"KR7M016","Male",2019-10-16,2020-04-20,165,169,"Kuruman 8",15,"KR8F012",22,187,0.021390374,1,1
"KR8M037","Male",2019-10-16,2020-04-20,54,100,"Kuruman 8",15,"KR8F012",22,187,0.245989305,1,1
"KR8F033","Female",2019-10-16,2020-04-21,77,104,"Kuruman 8",15,"KR8F012",22,188,0.143617021,1,1
"KR8M032","Male",2019-10-15,2020-04-21,106,125,"Kuruman 8",15,"KR8F012",22,189,0.100529101,1,1
"KR8F031","Female",2019-10-15,2020-04-21,106,110,"Kuruman 8",15,"KR8F012",22,189,0.021164021,1,1
"KR8M013","Male",2019-10-16,2020-04-21,190,189,"Kuruman 8",15,"KR8F012",22,188,-0.005319149,1,1
"L10M001","Male",2016-09-22,2017-06-21,141,146,"Lonely 10",3,"L10F003",8,272,0.018382353,0,1
"L10F002","Female",2016-09-22,2017-06-21,26,71,"Lonely 10",3,"L10F003",8,272,0.165441176,0,1
"L11F014","Female",2013-09-24,2014-03-02,120,140,"Lonely 11",25,"L11F025",16,159,0.125786164,1,1
"L11F004","Female",2013-09-23,2014-03-02,89,107,"Lonely 11",25,"L11F025",16,160,0.1125,1,1
"L11F016","Female",2013-09-24,2014-03-02,91,95,"Lonely 11",25,"L11F025",16,159,0.025157233,1,1
"L11M023","Male",2013-09-25,2014-03-02,78,106,"Lonely 11",25,"L11F025",16,158,0.17721519,1,1
"L11F024","Female",2013-09-25,2014-03-02,90,101,"Lonely 11",25,"L11F025",16,158,0.069620253,1,1
"L11F019","Female",2013-09-24,2014-03-02,85,101,"Lonely 11",25,"L11F025",16,159,0.100628931,1,1
"L11M013","Male",2013-09-24,2014-03-03,152,150,"Lonely 11",25,"L11F025",16,160,-0.0125,1,1
"L11M001","Male",2013-09-23,2014-03-03,130,138,"Lonely 11",25,"L11F025",16,161,0.049689441,1,1
"L11M002","Male",2013-09-23,2014-03-03,170,160,"Lonely 11",25,"L11F025",16,161,-0.062111801,1,1
"L11M008","Male",2013-09-23,2014-03-03,55,102,"Lonely 11",25,"L11F025",16,161,0.291925466,1,1
"L11M022","Male",2013-09-24,2014-03-03,112,129,"Lonely 11",25,"L11F025",16,160,0.10625,1,1
"L11F009","Female",2013-09-23,2014-03-03,82,96,"Lonely 11",25,"L11F025",16,161,0.086956522,1,1
"L11F003","Female",2013-09-23,2014-03-04,111,121,"Lonely 11",25,"L11F025",16,162,0.061728395,1,1
"L11M010","Male",2013-09-24,2014-03-05,104,117,"Lonely 11",25,"L11F025",16,162,0.080246914,1,1
"L11F004","Female",2014-03-02,2014-09-17,107,135,"Lonely 11",16,NA,9,199,0.140703518,1,1
"L11M023","Male",2014-03-02,2014-09-17,106,141,"Lonely 11",16,NA,9,199,0.175879397,1,1
"L11F016","Female",2014-03-02,2014-09-18,95,123,"Lonely 11",16,NA,9,200,0.14,1,1
"L11M008","Male",2014-03-03,2014-09-18,102,125,"Lonely 11",16,NA,9,199,0.115577889,1,1
"L11F024","Female",2014-03-02,2014-09-19,101,128,"Lonely 11",16,NA,9,201,0.134328358,1,1
"L11F019","Female",2014-03-02,2014-09-20,101,128,"Lonely 11",16,NA,9,202,0.133663366,1,1
"L11F003","Female",2014-03-04,2014-09-21,121,156,"Lonely 11",16,NA,9,201,0.174129353,1,1
"L11F004","Female",2014-09-17,2015-03-23,135,126,"Lonely 11",9,NA,8,187,-0.048128342,1,1
"L11F019","Female",2014-09-20,2015-03-23,128,132,"Lonely 11",9,NA,8,184,0.02173913,1,1
"L11M008","Male",2014-09-18,2015-03-23,125,143,"Lonely 11",9,NA,8,186,0.096774194,1,1
"L11M023","Male",2014-09-17,2015-03-24,141,153,"Lonely 11",9,NA,8,188,0.063829787,1,1
"L13F006","Female",2013-09-30,2014-03-01,115,123,"Lonely 13",12,"L13F009",10,152,0.052631579,1,1
"L13M007","Male",2013-09-30,2014-03-01,128,169,"Lonely 13",12,"L13F009",10,152,0.269736842,1,1
"L13F001","Female",2013-09-29,2014-03-02,123,142,"Lonely 13",12,"L13F009",10,154,0.123376623,1,1
"L13M003","Male",2013-09-29,2014-03-02,127,156,"Lonely 13",12,"L13F009",10,154,0.188311688,1,1
"L13M012","Male",2013-10-02,2014-03-02,102,121,"Lonely 13",12,"L13F009",10,151,0.125827815,1,1
"L13F008","Female",2013-10-01,2014-03-03,107,115,"Lonely 13",12,"L13F009",10,153,0.052287582,1,1
"L13M004","Male",2013-09-30,2014-03-03,119,146,"Lonely 13",12,"L13F009",10,154,0.175324675,1,1
"KR1M010","Male",2013-11-19,2014-09-16,158,151,"Kuruman 1",18,"KR1F007",8,301,-0.023255814,1,1
"L13F014","Female",2014-03-02,2014-09-16,37,124,"Lonely 13",10,"L13F009",8,198,0.439393939,1,1
"L13F014","Female",2014-09-16,2015-03-26,124,104,"Lonely 13",8,"L13F008",8,191,-0.104712042,1,1
"L13M016","Male",2014-09-16,2015-03-26,124,145,"Lonely 13",8,"L13F008",8,191,0.109947644,1,1
"KR1M010","Male",2014-09-16,2015-03-27,151,160,"Lonely 13",8,"L13F008",8,192,0.046875,1,1
"L13F020","Female",2015-03-27,2016-02-23,28,87,"Lonely 13",8,"L13F008",12,333,0.177177177,1,0
"L13M023","Male",2015-03-27,2016-02-23,31,113,"Lonely 13",8,"L13F008",12,333,0.246246246,1,0
"L13M022","Male",2015-03-27,2016-02-23,33,112,"Lonely 13",8,"L13F008",12,333,0.237237237,1,0
"L13F021","Female",2015-03-27,2016-02-23,33,100,"Lonely 13",8,"L13F008",12,333,0.201201201,1,0
"KR1M010","Male",2015-03-27,2016-02-23,160,162,"Lonely 13",8,"L13F008",12,333,0.006006006,1,0
"L13M028","Male",2016-02-24,2016-09-10,37,105,"Lonely 13",12,"L13F008",8,199,0.341708543,0,1
"L13F029","Female",2016-02-24,2016-09-10,38,114,"Lonely 13",12,"L13F008",8,199,0.381909548,0,1
"KR1M010","Male",2016-02-23,2016-09-10,162,169,"Lonely 13",12,"L13F008",8,200,0.035,0,1
"L13M031","Male",2016-09-10,2017-06-05,94,121,"Lonely 13",8,"L13F008",10,268,0.100746269,1,1
"L13F029","Female",2016-09-10,2017-06-05,114,124,"Lonely 13",8,"L13F008",10,268,0.037313433,1,1
"L13M028","Male",2016-09-10,2017-06-05,105,123,"Lonely 13",8,"L13F008",10,268,0.067164179,1,1
"L13F033","Female",2016-09-10,2017-06-05,65,88,"Lonely 13",8,"L13F008",10,268,0.085820896,1,1
"KR1M010","Male",2016-09-10,2017-06-06,169,152,"Lonely 13",8,"L13F008",10,269,-0.063197026,1,1
"L13F032","Female",2016-09-10,2017-06-06,59,109,"Lonely 13",8,"L13F008",10,269,0.185873606,1,1
"L13F030","Female",2016-09-10,2017-06-06,55,89,"Lonely 13",8,"L13F008",10,269,0.126394052,1,1
"L14F009","Female",2014-03-03,2014-09-16,46,94,"Lonely 14",13,"L14F011",8,197,0.243654822,1,1
"L14F006","Female",2014-03-03,2014-09-16,103,124,"Lonely 14",13,"L14F011",8,197,0.106598985,1,1
"L14M001","Male",2014-03-02,2014-09-16,96,133,"Lonely 14",13,"L14F011",8,198,0.186868687,1,1
"L14M002","Male",2014-03-02,2014-09-16,47,105,"Lonely 14",13,"L14F011",8,198,0.292929293,1,1
"L14F004","Female",2014-03-03,2014-09-17,111,124,"Lonely 14",13,"L14F011",8,198,0.065656566,1,1
"L14M005","Male",2014-03-02,2014-09-17,89,121,"Lonely 14",13,"L14F011",8,199,0.16080402,1,1
"L14M012","Male",2014-03-03,2014-09-17,51,115,"Lonely 14",13,"L14F011",8,198,0.323232323,1,1
"L11M001","Male",2014-03-03,2015-01-29,138,152,"Lonely 11",16,NA,8,332,0.042168675,1,1
"L14F009","Female",2014-09-16,2015-01-29,94,105,"Lonely 14",8,"L14F013",8,135,0.081481481,1,1
"L14M005","Male",2014-09-17,2015-01-29,121,135,"Lonely 14",8,"L14F013",8,134,0.104477612,1,1
"L14M022","Male",2016-02-08,2016-09-09,73,120,"Lonely 14",12,"L14F013",9,214,0.219626168,0,1
"L14F025","Female",2016-02-11,2016-09-09,68,101,"Lonely 14",12,"L14F013",9,211,0.156398104,0,1
"L14F023","Female",2016-02-09,2016-09-09,60,92,"Lonely 14",12,"L14F013",9,213,0.150234742,0,1
"L14M026","Male",2016-02-11,2016-09-10,45,105,"Lonely 14",12,"L14F013",9,212,0.283018868,0,1
"L14M024","Male",2016-02-10,2016-09-10,42,98,"Lonely 14",12,"L14F013",9,213,0.262910798,0,1
"L14M028","Male",2016-09-10,2017-05-30,65,114,"Lonely 14",9,"L14F013",13,262,0.187022901,1,1
"L14M024","Male",2016-09-10,2017-05-30,98,126,"Lonely 14",9,"L14F013",13,262,0.106870229,1,1
"L14M026","Male",2016-09-10,2017-05-30,105,138,"Lonely 14",9,"L14F013",13,262,0.125954198,1,1
"L14F025","Female",2016-09-09,2017-05-30,101,105,"Lonely 14",9,"L14F013",13,263,0.015209125,1,1
"L14F023","Female",2016-09-09,2017-05-30,92,90,"Lonely 14",9,"L14F013",13,263,-0.007604563,1,1
"L11M001","Male",2016-09-10,2017-05-30,167,170,"Lonely 14",9,"L14F013",13,262,0.011450382,1,1
"L14M027","Male",2016-09-09,2017-05-31,103,139,"Lonely 14",9,"L14F013",13,264,0.136363636,1,1
"L14M022","Male",2016-09-09,2017-05-31,120,148,"Lonely 14",9,"L14F013",13,264,0.106060606,1,1
"L15M001","Male",2014-03-07,2014-10-09,120,109,"Lonely 15",2,"L15F002",3,216,-0.050925926,1,1
"L15M001","Male",2014-10-09,2015-03-23,109,125,"Lonely 15",3,"L15F002",3,165,0.096969697,1,1
"L15F003","Female",2014-10-10,2015-03-23,18,58,"Lonely 15",3,"L15F002",3,164,0.243902439,1,1
"L15F003","Female",2015-03-23,2016-02-26,58,102,"Lonely 15",3,"L15F002",7,340,0.129411765,1,1
"L13M016","Male",2015-03-26,2016-02-27,145,162,"Lonely 13",8,"L13F008",7,338,0.050295858,1,1
"L15F006","Female",2016-02-27,2016-09-09,41,87,"Lonely 15",7,"L15F002",8,195,0.235897436,1,1
"L15M007","Male",2016-02-27,2016-09-09,38,82,"Lonely 15",7,"L15F002",8,195,0.225641026,1,1
"L15M004","Male",2016-02-26,2016-09-09,40,89,"Lonely 15",7,"L15F002",8,196,0.25,1,1
"L15F005","Female",2016-02-25,2016-09-09,39,88,"Lonely 15",7,"L15F002",8,197,0.248730964,1,1
"L13M016","Male",2016-02-27,2016-09-09,162,159,"Lonely 15",7,"L15F002",8,195,-0.015384615,1,1
"L15F009","Female",2016-09-09,2017-06-05,53,82,"Lonely 15",8,"L15F002",10,269,0.107806691,1,1
"L15M004","Male",2016-09-09,2017-06-05,89,118,"Lonely 15",8,"L15F002",10,269,0.107806691,1,1
"L15F005","Female",2016-09-09,2017-06-05,88,101,"Lonely 15",8,"L15F002",10,269,0.048327138,1,1
"L15M007","Male",2016-09-09,2017-06-05,82,91,"Lonely 15",8,"L15F002",10,269,0.033457249,1,1
"L15F006","Female",2016-09-09,2017-06-05,87,89,"Lonely 15",8,"L15F002",10,269,0.007434944,1,1
"L15F008","Female",2016-09-09,2017-06-05,50,82,"Lonely 15",8,"L15F002",10,269,0.118959108,1,1
"L13M016","Male",2016-09-09,2017-06-05,159,157,"Lonely 15",8,"L15F002",10,269,-0.007434944,1,1
"L13M003","Male",2014-03-02,2014-10-10,156,148,"Lonely 13",10,"L13F009",8,222,-0.036036036,1,1
"L16M002","Male",2014-03-13,2014-10-11,83,114,"Lonely 16",2,"L16F001",8,212,0.146226415,1,1
"L16M012","Male",2016-09-17,2017-06-27,30,90,"Lonely 16",9,"L16F001",12,283,0.212014134,1,1
"L16M011","Male",2016-09-16,2017-06-27,36,96,"Lonely 16",9,"L16F001",12,284,0.211267606,1,1
"L16F008","Female",2016-09-16,2017-06-27,72,97,"Lonely 16",9,"L16F001",12,284,0.088028169,1,1
"L13M003","Male",2016-09-17,2017-06-28,157,147,"Lonely 16",9,"L16F001",12,284,-0.035211268,1,1
"L16M014","Male",2016-09-17,2017-06-28,73,99,"Lonely 16",9,"L16F001",12,284,0.091549296,1,1
"L16F013","Female",2016-09-17,2017-06-28,36,82,"Lonely 16",9,"L16F001",12,284,0.161971831,1,1
"L16F009","Female",2016-09-16,2017-06-28,66,87,"Lonely 16",9,"L16F001",12,285,0.073684211,1,1
"L11M022","Male",2014-03-03,2014-06-23,129,143,"Lonely 11",16,NA,2,112,0.125,1,1
"L11M022","Male",2014-06-23,2015-03-08,143,162,"Lonely 17",2,NA,1,258,0.073643411,1,1
"L18F004","Female",2014-03-14,2014-09-30,80,87,"Lonely 18",14,"L18F002",9,200,0.035,1,1
"L18F007","Female",2014-03-14,2014-09-30,73,83,"Lonely 18",14,"L18F002",9,200,0.05,1,1
"L18F010","Female",2014-03-15,2014-09-30,92,97,"Lonely 18",14,"L18F002",9,199,0.025125628,1,1
"L18M001","Male",2014-03-13,2014-09-30,116,120,"Lonely 18",14,"L18F002",9,201,0.019900498,1,1
"L18F008","Female",2014-03-14,2014-10-01,65,83,"Lonely 18",14,"L18F002",9,201,0.089552239,1,1
"L18F009","Female",2014-03-15,2014-10-01,78,85,"Lonely 18",14,"L18F002",9,200,0.035,1,1
"L18M012","Male",2014-03-16,2014-10-01,56,83,"Lonely 18",14,"L18F002",9,199,0.135678392,1,1
"L18F008","Female",2016-03-04,2016-09-16,97,103,"Lonely 18",5,"L18F002",3,196,0.030612245,1,1
"L18F008","Female",2016-09-16,2017-06-27,103,101,"Lonely 18",3,"L18F002",7,284,-0.007042254,1,1
"L18M015","Male",2016-09-17,2017-06-27,139,133,"Lonely 18",3,"L18F002",7,283,-0.021201413,1,1
"L13F020","Female",2016-02-23,2016-10-06,87,102,"Lonely 13",12,"L13F008",1,226,0.066371681,0,1
"L20M009","Male",2016-10-08,2017-07-20,60,115,"Lonely 20",11,"L20F010",10,285,0.192982456,1,0
"L20M007","Male",2016-10-07,2017-07-20,59,115,"Lonely 20",11,"L20F010",10,286,0.195804196,1,0
"L20F005","Female",2016-10-07,2017-07-20,91,114,"Lonely 20",11,"L20F010",10,286,0.08041958,1,0
"L20M008","Male",2016-10-07,2017-07-21,67,113,"Lonely 20",11,"L20F010",10,287,0.160278746,1,0
"L20F001","Female",2016-10-06,2017-07-21,87,101,"Lonely 20",11,"L20F010",10,288,0.048611111,1,0
"L25M002","Male",2016-09-22,2017-06-21,134,158,"Lonely 25",3,"L16F007",6,272,0.088235294,0,1
"L25M001","Male",2016-09-22,2017-06-21,126,155,"Lonely 25",3,"L16F007",6,272,0.106617647,0,1
"L26M006","Male",2016-10-07,2017-07-14,75,116,"Lonely 26",10,"L26F007",10,280,0.146428571,1,1
"L26M009","Male",2016-10-08,2017-07-14,33,95,"Lonely 26",10,"L26F007",10,279,0.222222222,1,1
"L26F002","Female",2016-10-06,2017-07-15,86,102,"Lonely 26",10,"L26F007",10,282,0.056737589,1,1
"L26M003","Male",2016-10-06,2017-07-15,147,151,"Lonely 26",10,"L26F007",10,282,0.014184397,1,1
"L26F010","Female",2016-10-08,2017-07-16,23,89,"Lonely 26",10,"L26F007",10,281,0.234875445,1,1
"L26F004","Female",2016-10-06,2017-07-13,96,104,"Lonely 26",10,"L26F007",1,280,0.028571429,1,1
"L46F010","Female",2016-09-17,2017-07-21,93,104,"Lonely 46",10,"L46F002",1,307,0.035830619,1,1
"L11M007","Male",2013-09-23,2014-06-09,119,145,"Lonely 11",25,"L11F025",2,259,0.1003861,1,1
"L11M007","Male",2014-06-09,2014-12-10,145,156,"Lonely 38",2,"L38F001",5,184,0.059782609,1,1
"L40M010","Male",2016-09-22,2017-06-21,145,144,"Lonely 40",10,"L40F006",12,272,-0.003676471,0,1
"L40F014","Female",2016-09-23,2017-06-21,67,87,"Lonely 40",10,"L40F006",12,271,0.073800738,0,1
"L40F013","Female",2016-09-23,2017-06-21,107,119,"Lonely 40",10,"L40F006",12,271,0.044280443,0,1
"L40M007","Male",2016-09-22,2017-06-21,88,122,"Lonely 40",10,"L40F006",12,272,0.125,0,1
"L40M008","Male",2016-09-22,2017-06-21,127,139,"Lonely 40",10,"L40F006",12,272,0.044117647,0,1
"L40M011","Male",2016-09-22,2017-06-21,41,108,"Lonely 40",10,"L40F006",12,272,0.246323529,0,1
"L43M002","Male",2016-09-23,2017-06-22,157,152,"Lonely 40",10,"L40F006",12,272,-0.018382353,0,1
"L45F001","Female",2014-04-01,2014-09-30,130,148,"Lonely 45",1,NA,1,182,0.098901099,1,1
"L46F011","Female",2016-03-01,2016-09-16,53,92,"Lonely 46",10,"L46F002",10,199,0.195979899,1,1
"L46M001","Male",2016-03-03,2016-09-16,154,153,"Lonely 46",10,"L46F002",10,197,-0.005076142,1,1
"L46F014","Female",2016-03-02,2016-09-16,81,111,"Lonely 46",10,"L46F002",10,198,0.151515152,1,1
"L46F012","Female",2016-03-01,2016-09-16,54,99,"Lonely 46",10,"L46F002",10,199,0.226130653,1,1
"L46F010","Female",2016-02-29,2016-09-17,51,93,"Lonely 46",10,"L46F002",10,201,0.208955224,1,1
"L46M018","Male",2016-09-16,2017-06-27,90,127,"Lonely 46",10,"L46F002",12,284,0.13028169,1,0
"L46F017","Female",2016-09-16,2017-06-27,68,85,"Lonely 46",10,"L46F002",12,284,0.059859155,1,0
"L46M016","Male",2016-09-16,2017-06-27,64,106,"Lonely 46",10,"L46F002",12,284,0.147887324,1,0
"L46F011","Female",2016-09-16,2017-06-27,92,103,"Lonely 46",10,"L46F002",12,284,0.038732394,1,0
"L46M001","Male",2016-09-16,2017-06-28,153,154,"Lonely 46",10,"L46F002",12,285,0.003508772,1,0
"L46M019","Male",2016-09-16,2017-06-28,43,105,"Lonely 46",10,"L46F002",12,285,0.21754386,1,0
"L47F001","Female",2014-06-26,2015-03-13,151,173,"Lonely 47",1,NA,1,260,0.084615385,1,1
"L14M010","Male",2016-09-23,2017-06-21,175,173,"Lonely 48",6,"L48F001",11,271,-0.007380074,1,1
"L48M002","Male",2016-09-22,2017-06-22,73,130,"Lonely 48",6,"L48F001",11,273,0.208791209,1,1
"L48M003","Male",2016-09-22,2017-06-22,95,128,"Lonely 48",6,"L48F001",11,273,0.120879121,1,1
"L48M004","Male",2016-09-22,2017-06-22,79,111,"Lonely 48",6,"L48F001",11,273,0.117216117,1,1
"L48M005","Male",2016-09-23,2017-06-23,46,77,"Lonely 48",6,"L48F001",11,273,0.113553114,1,1
"L54F001","Female",2014-09-30,2015-03-27,136,142,"Lonely 54",1,NA,1,178,0.033707865,1,1
"L54F001","Female",2015-03-27,2016-03-02,142,147,"Lonely 54",1,NA,1,341,0.014662757,1,1
"L13F015","Female",2014-09-17,2015-01-29,93,98,"Lonely 13",8,"L13F008",1,134,0.037313433,1,1
"L14F004","Female",2014-09-17,2015-01-29,124,137,"Lonely 14",8,"L14F013",2,134,0.097014925,1,1
"L14M002","Male",2014-09-16,2015-01-31,105,123,"Lonely 14",8,"L14F013",2,137,0.131386861,1,1
"L62F002","Female",2016-02-09,2016-09-09,33,95,"Lonely 62",6,"L14F004",6,213,0.291079812,1,1
"L62F001","Female",2016-02-09,2016-09-09,58,102,"Lonely 62",6,"L14F004",6,213,0.20657277,1,1
"L62M003","Male",2016-02-10,2016-09-10,36,104,"Lonely 62",6,"L14F004",6,213,0.319248826,1,1
"L62M004","Female",2016-02-10,2016-09-10,31,69,"Lonely 62",6,"L14F004",6,213,0.178403756,1,1
"L14M002","Male",2016-02-09,2016-09-10,160,165,"Lonely 62",6,"L14F004",6,214,0.023364486,1,1
"L14M002","Male",2016-09-10,2017-06-05,165,181,"Lonely 62",6,"L14F004",6,268,0.059701493,1,1
"L62F002","Female",2016-09-09,2017-06-05,95,111,"Lonely 62",6,"L14F004",6,269,0.059479554,1,1
"L62M003","Male",2016-09-10,2017-06-06,104,143,"Lonely 62",6,"L14F004",6,269,0.144981413,1,1
"L14F006","Female",2014-09-16,2015-03-23,124,130,"Lonely 14",8,"L14F013",1,188,0.031914894,1,1
