"AnimalID","Sex","DateofCapture","DateofRecapture","TeethWidth","TeethWidth2","GroupID","GroupSize","QueenID","GroupSizeRecapture","timediff","rateofincisorgrowth","CompleteCapture","CompleteRecapture"
"KR13M024","Male",2014-01-27,2014-08-06,3,5.24,"Kuruman 13",26,"KR13F013",21,191,0.011727749,1,1
"KR13M026","Male",2014-01-28,2014-08-07,2.805,5.05,"Kuruman 13",26,"KR13F013",21,191,0.011753927,1,1
"KR13F019","Female",2014-08-06,2015-02-10,5.72,6.09,"Kuruman 13",21,"KR13F013",23,188,0.001968085,1,1
"KR13F020","Female",2014-08-06,2015-02-10,4.925,5.62,"Kuruman 13",21,"KR13F013",23,188,0.003696809,1,1
"KR13F027","Female",2014-08-08,2015-02-10,2.875,4.905,"Kuruman 13",21,"KR13F013",23,186,0.010913978,1,1
"KR13F028","Female",2014-08-08,2015-02-10,3.125,5.185,"Kuruman 13",21,"KR13F013",23,186,0.011075269,1,1
"KR13M004","Male",2014-08-06,2015-02-10,7.43,7.5,"Kuruman 13",21,"KR13F013",23,188,0.00037234,1,1
"KR13M005","Male",2014-08-05,2015-02-10,6.51,7.32,"Kuruman 13",21,"KR13F013",23,189,0.004285714,1,1
"KR13M022","Male",2014-08-05,2015-02-10,6.38,6.75,"Kuruman 13",21,"KR13F013",23,189,0.001957672,1,1
"KR13M024","Male",2014-08-06,2015-02-10,5.24,6.14,"Kuruman 13",21,"KR13F013",23,188,0.004787234,1,1
"KR13M026","Male",2014-08-07,2015-02-10,5.05,5.925,"Kuruman 13",21,"KR13F013",23,187,0.004679144,1,1
"KR13M030","Male",2014-08-08,2015-02-10,3.345,5.355,"Kuruman 13",21,"KR13F013",23,186,0.010806452,1,1
"KR13M015","Male",2014-08-06,2015-02-10,6.04,6.645,"Kuruman 13",21,"KR13F013",23,188,0.003218085,1,1
"KR13M008","Male",2014-08-05,2015-02-11,6.625,7.09,"Kuruman 13",21,"KR13F013",23,190,0.002447368,1,1
"KR13M012","Male",2014-08-06,2015-02-11,5.965,6.515,"Kuruman 13",21,"KR13F013",23,189,0.002910053,1,1
"KR13M031","Male",2014-08-08,2015-02-11,3.025,5.235,"Kuruman 13",21,"KR13F013",23,187,0.011818182,1,1
"KR13M030","Male",2015-02-10,2015-09-20,5.355,6.305,"Kuruman 13",23,"KR13F013",22,222,0.004279279,1,1
"KR13M031","Male",2015-02-11,2015-09-20,5.235,6.06,"Kuruman 13",23,"KR13F013",22,221,0.003733032,1,1
"KR13F019","Female",2015-02-10,2015-09-22,6.09,6.395,"Kuruman 13",23,"KR13F013",22,224,0.001361607,1,1
"KR13F037","Female",2015-02-13,2015-09-22,2.84,4.485,"Kuruman 13",23,"KR13F013",22,221,0.007443439,1,1
"KR13M033","Male",2015-02-11,2015-09-22,2.865,5.02,"Kuruman 13",23,"KR13F013",22,223,0.009663677,1,1
"KR13F034","Female",2015-02-12,2015-09-22,2.88,4.7,"Kuruman 13",23,"KR13F013",22,222,0.008198198,1,1
"KR13M032","Male",2015-02-12,2015-09-23,2.77,5.015,"Kuruman 13",23,"KR13F013",22,223,0.010067265,1,1
"KR13M036","Male",2015-02-13,2015-09-23,2.74,4.665,"Kuruman 13",23,"KR13F013",22,222,0.008671171,1,1
"KR13F028","Female",2015-02-10,2015-09-23,5.185,5.625,"Kuruman 13",23,"KR13F013",22,225,0.001955556,1,1
"KR13F035","Female",2015-02-12,2015-09-24,2.82,4.97,"Kuruman 13",23,"KR13F013",22,224,0.009598214,1,1
"KR13M004","Male",2015-02-10,2015-09-24,7.5,7.48,"Kuruman 13",23,"KR13F013",22,226,-8.85e-05,1,1
"KR13F043","Female",2015-09-22,2016-04-12,4.115,5.2,"Kuruman 13",22,"KR13F013",24,203,0.005344828,1,1
"KR13M032","Male",2015-09-23,2016-04-12,5.015,6.05,"Kuruman 13",22,"KR13F013",24,202,0.005123762,1,1
"KR13M033","Male",2015-09-22,2016-04-12,5.02,6.41,"Kuruman 13",22,"KR13F013",24,203,0.006847291,1,1
"KR13F040","Female",2015-09-21,2016-04-12,4.365,5.575,"Kuruman 13",22,"KR13F013",24,204,0.005931373,1,1
"KR13M030","Male",2015-09-20,2016-04-12,6.305,7.08,"Kuruman 13",22,"KR13F013",24,205,0.003780488,1,1
"KR13M029","Male",2015-09-22,2016-04-12,6.24,6.775,"Kuruman 13",22,"KR13F013",24,203,0.002635468,1,1
"KR13M041","Male",2015-09-22,2016-04-13,2.665,5.225,"Kuruman 13",22,"KR13F013",24,204,0.01254902,1,1
"KR13M036","Male",2015-09-23,2016-04-13,4.665,6.13,"Kuruman 13",22,"KR13F013",24,203,0.007216749,1,1
"KR13F034","Female",2015-09-22,2016-04-13,4.7,5.66,"Kuruman 13",22,"KR13F013",24,204,0.004705882,1,1
"KR13F042","Female",2015-09-22,2016-04-13,4.245,5.29,"Kuruman 13",22,"KR13F013",24,204,0.005122549,1,1
"KR13M004","Male",2015-09-24,2016-04-13,7.48,7.55,"Kuruman 13",22,"KR13F013",24,202,0.000346535,1,1
"KR13F039","Female",2015-09-21,2016-04-13,4.915,5.615,"Kuruman 13",22,"KR13F013",24,205,0.003414634,1,1
"KR13F037","Female",2015-09-22,2016-04-13,4.485,5.12,"Kuruman 13",22,"KR13F013",24,204,0.003112745,1,1
"KR13F038","Female",2015-09-21,2016-04-14,2.77,4.75,"Kuruman 13",22,"KR13F013",24,206,0.00961165,1,1
"KR13F035","Female",2015-09-24,2016-04-14,4.97,5.39,"Kuruman 13",22,"KR13F013",24,203,0.002068966,1,1
"KR13M045","Male",2016-04-12,2017-01-23,4.255,6.385,"Kuruman 13",24,"KR13F013",13,286,0.007447552,1,1
"KR13M004","Male",2016-04-13,2017-01-24,7.55,7.545,"Kuruman 13",24,"KR13F013",13,286,-1.75e-05,1,1
"KR13M051","Male",2016-04-16,2017-01-24,3.755,6.095,"Kuruman 13",24,"KR13F013",13,283,0.008268551,1,1
"KR13M041","Male",2016-04-13,2017-01-24,5.225,6.805,"Kuruman 13",24,"KR13F013",13,286,0.005524476,1,1
"KR13M046","Male",2016-04-13,2017-01-26,4.275,6.47,"Kuruman 13",24,"KR13F013",13,288,0.007621528,1,1
"KR13F055","Female",2017-01-24,2017-08-16,4.5,5.77,"Kuruman 13",13,NA,2,204,0.00622549,1,1
"L18F014","Female",2016-03-01,2016-05-30,5.63,5.645,"Lonely 18",5,"L18F002",1,90,0.000166667,1,1
"L18F014","Female",2016-05-30,2017-01-31,5.645,5.61,"Kuruman 14",1,NA,1,246,-0.000142276,1,1
"L18F014","Female",2017-01-31,2017-08-09,5.61,5.845,"Kuruman 14",1,NA,1,190,0.001236842,1,1
"KR13F037","Female",2016-04-13,2016-09-06,5.12,5.365,"Kuruman 13",24,"KR13F013",1,146,0.001678082,1,1
"KR13F037","Female",2016-09-06,2017-03-08,5.365,5.515,"Kuruman 15",1,NA,1,183,0.000819672,1,1
"KR13F037","Female",2017-03-08,2017-09-13,5.515,5.505,"Kuruman 15",1,NA,1,189,-5.29e-05,1,1
"KR19M006","Male",2017-02-14,2017-08-01,2.43,4.25,"Kuruman 19",8,"KR13F017",7,168,0.010833333,1,1
"KR19M002","Male",2017-02-13,2017-08-02,2.42,4.6,"Kuruman 19",8,"KR13F017",7,170,0.012823529,1,1
"KR19F003","Female",2017-02-14,2017-08-03,2.555,4.3,"Kuruman 19",8,"KR13F017",7,170,0.010264706,1,1
"KR19F001","Female",2017-02-14,2017-08-03,4.4,4.855,"Kuruman 19",8,"KR13F017",7,170,0.002676471,1,1
"KR19M004","Male",2017-02-14,2017-08-03,4.605,4.975,"Kuruman 19",8,"KR13F017",7,170,0.002176471,1,1
"KR19F009","Female",2018-05-24,2018-11-14,4.89,5.13,"Kuruman 19",8,"KR13F017",6,174,0.00137931,1,0
"KR19F007","Female",2018-11-18,2019-03-25,5.205,5.34,"Kuruman 19",6,"KR13F017",9,127,0.001062992,0,0
"KR19M006","Male",2018-11-15,2019-03-25,5.31,5.485,"Kuruman 19",6,"KR13F017",9,130,0.001346154,0,0
"KR19F009","Female",2018-11-14,2019-03-27,5.13,5.325,"Kuruman 19",6,"KR13F017",9,133,0.001466165,0,0
"KR19F007","Female",2019-03-25,2019-11-15,5.34,5.385,"Kuruman 19",9,"KR13F017",12,235,0.000191489,0,1
"KR19M011","Male",2018-11-18,2019-11-17,4.125,5.445,"Kuruman 19",6,"KR13F017",12,364,0.003626374,0,1
"KR19F012","Female",2019-03-28,2019-11-18,4.955,5.16,"Kuruman 19",9,"KR13F017",12,235,0.00087234,0,1
"KR19M005","Male",2019-03-25,2019-11-18,5.5,5.855,"Kuruman 19",9,"KR13F017",12,238,0.001491597,0,1
"KR19F009","Female",2019-03-27,2019-11-18,5.325,5.385,"Kuruman 19",9,"KR13F017",12,236,0.000254237,0,1
"KR19M006","Male",2019-03-25,2019-11-20,5.485,5.495,"Kuruman 19",9,"KR13F017",12,240,4.17e-05,0,1
"KR19F015","Female",2019-11-17,2020-04-28,4.49,4.81,"Kuruman 19",12,"KR13F017",10,163,0.00196319,1,0
"KR19M014","Male",2019-11-16,2020-04-28,3.68,4.74,"Kuruman 19",12,"KR13F017",10,164,0.006463415,1,0
"KR19F007","Female",2019-11-15,2020-04-28,5.385,5.295,"Kuruman 19",12,"KR13F017",10,165,-0.000545455,1,0
"KR19M011","Male",2019-11-17,2020-04-28,5.445,5.71,"Kuruman 19",12,"KR13F017",10,163,0.001625767,1,0
"KR19F009","Female",2019-11-18,2020-04-28,5.385,5.54,"Kuruman 19",12,"KR13F017",10,162,0.00095679,1,0
"KR19M006","Male",2019-11-20,2020-04-28,5.495,5.395,"Kuruman 19",12,"KR13F017",10,160,-0.000625,1,0
"KR19M016","Male",2019-11-17,2020-04-29,3.84,4.78,"Kuruman 19",12,"KR13F017",10,164,0.005731707,1,0
"KR19M005","Male",2019-11-18,2020-04-30,5.855,5.775,"Kuruman 19",12,"KR13F017",10,164,-0.000487805,1,0
"KR2F001","Female",2014-01-31,2014-07-27,6.535,6.575,"Kuruman 2",1,NA,1,177,0.000225989,1,1
"KR2F001","Female",2014-07-27,2015-02-17,6.575,6.46,"Kuruman 2",1,NA,1,205,-0.000560976,1,1
"KR2F001","Female",2015-02-17,2015-10-15,6.46,6.485,"Kuruman 2",1,NA,1,240,0.000104167,1,1
"KR20M002","Male",2017-01-19,2017-08-01,2.74,5.06,"Kuruman 20",7,"KR8F003",10,194,0.011958763,1,1
"KR20M005","Male",2017-01-18,2017-08-01,2.675,5.275,"Kuruman 20",7,"KR8F003",10,195,0.013333333,1,1
"KR20M001","Male",2017-01-17,2017-08-02,4.92,5.775,"Kuruman 20",7,"KR8F003",10,197,0.004340102,1,1
"KR20M003","Male",2017-01-19,2017-08-02,2.965,5.13,"Kuruman 20",7,"KR8F003",10,195,0.011102564,1,1
"KR20M004","Male",2017-01-19,2017-08-02,2.895,4.775,"Kuruman 20",7,"KR8F003",10,195,0.009641026,1,1
"KR20M005","Male",2018-09-21,2019-03-25,6.22,6.675,"Kuruman 20",14,"KR8F003",17,185,0.002459459,1,1
"KR20M010","Male",2018-09-23,2019-03-25,5.37,5.99,"Kuruman 20",14,"KR8F003",17,183,0.003387978,1,1
"KR20F012","Female",2018-09-23,2019-03-25,5.265,5.44,"Kuruman 20",14,"KR8F003",17,183,0.000956284,1,1
"KR20M002","Male",2018-09-21,2019-03-25,6.18,6.43,"Kuruman 20",14,"KR8F003",17,185,0.001351351,1,1
"KR20F013","Female",2018-09-21,2019-03-26,5.38,5.755,"Kuruman 20",14,"KR8F003",17,186,0.002016129,1,1
"KR20F011","Female",2018-09-22,2019-03-26,5.21,5.545,"Kuruman 20",14,"KR8F003",17,185,0.001810811,1,1
"KR20F009","Female",2018-09-22,2019-03-27,4.945,5.27,"Kuruman 20",14,"KR8F003",17,186,0.001747312,1,1
"KR20M008","Male",2018-09-26,2019-03-27,5.76,6.435,"Kuruman 20",14,"KR8F003",17,182,0.003708791,1,1
"KR20M006","Male",2018-09-22,2019-03-27,5.595,6.075,"Kuruman 20",14,"KR8F003",17,186,0.002580645,1,1
"KR21F001","Female",2015-02-27,2015-10-11,6.195,6.015,"Kuruman 21",1,NA,1,226,-0.00079646,1,1
"KR21F001","Female",2015-10-11,2016-04-17,6.015,5.945,"Kuruman 21",1,NA,1,189,-0.00037037,1,1
"KR21F001","Female",2016-04-17,2017-01-16,5.945,6.165,"Kuruman 21",1,NA,1,274,0.00080292,1,1
"KR21F001","Female",2017-01-16,2017-07-31,6.165,5.95,"Kuruman 21",1,NA,1,196,-0.001096939,1,1
"KR21F001","Female",2017-07-31,2018-04-25,5.95,6.19,"Kuruman 21",1,NA,1,268,0.000895522,1,1
"KR21F001","Female",2018-04-25,2018-10-01,6.19,5.865,"Kuruman 21",1,NA,1,159,-0.002044025,1,1
"KR21F001","Female",2018-10-01,2019-03-21,5.865,5.95,"Kuruman 21",1,NA,1,171,0.000497076,1,1
"KR21F001","Female",2019-03-21,2020-03-06,5.95,6.135,"Kuruman 21",1,NA,1,351,0.000527066,1,1
"KR1F014","Female",2015-09-27,2016-03-17,5.9,6.185,"Kuruman 22",1,NA,1,172,0.001656977,1,1
"KR1F014","Female",2016-03-17,2017-02-13,6.185,6.23,"Kuruman 22",1,NA,1,333,0.000135135,1,1
"KR13F016","Female",2015-09-27,2016-04-17,5.745,6.035,"Kuruman 23",1,NA,1,203,0.001428571,1,1
"KR13F016","Female",2016-04-17,2017-01-17,6.035,6.035,"Kuruman 23",1,NA,1,275,0,1,1
"KR13F016","Female",2017-01-17,2017-08-02,6.035,5.965,"Kuruman 23",1,NA,1,197,-0.00035533,1,1
"KR24F002","Female",2019-09-23,2020-03-30,5.98,6.065,"Kuruman 24",3,"KR1F015",3,189,0.000449735,1,1
"KR24M003","Male",2019-09-25,2020-03-30,6.68,6.82,"Kuruman 24",3,"KR1F015",3,187,0.000748663,1,1
"L13F005","Female",2016-02-04,2017-01-16,6.045,5.44,"Kuruman 25",1,NA,1,347,-0.001743516,1,1
"L13F005","Female",2017-01-16,2017-07-31,5.44,5.785,"Kuruman 25",1,NA,1,196,0.001760204,1,1
"L13F005","Female",2017-07-31,2018-04-25,5.785,6.025,"Kuruman 25",1,NA,1,268,0.000895522,1,1
"L13F005","Female",2018-04-25,2019-03-23,6.025,5.805,"Kuruman 25",1,NA,1,332,-0.000662651,1,1
"L13F005","Female",2019-03-23,2020-03-05,5.805,5.87,"Kuruman 25",1,NA,1,348,0.000186782,1,1
"KR26M003","Male",2017-01-31,2017-08-07,4.07,5.36,"Kuruman 26",5,"KR13F025",9,188,0.006861702,1,1
"KR26M001","Male",2017-01-31,2017-08-07,3.82,5.135,"Kuruman 26",5,"KR13F025",9,188,0.006994681,1,1
"KR26F002","Female",2017-01-30,2017-08-08,3.775,5.045,"Kuruman 26",5,"KR13F025",9,190,0.006684211,1,1
"KR26M015","Male",2018-11-07,2019-10-17,4.49,6.225,"Kuruman 26",9,"KR13F025",13,344,0.005043605,0,1
"KR26M014","Male",2018-11-06,2019-10-18,4.34,5.83,"Kuruman 26",9,"KR13F025",13,346,0.004306358,0,1
"KR26F011","Female",2019-10-17,2020-05-04,5.56,5.465,"Kuruman 26",13,"KR13F025",11,200,-0.000475,1,1
"KR26M017","Male",2019-10-17,2020-05-04,5.26,6.14,"Kuruman 26",13,"KR13F025",11,200,0.0044,1,1
"KR26F013","Female",2019-10-17,2020-05-04,5.685,6.015,"Kuruman 26",13,"KR13F025",11,200,0.00165,1,1
"KR26M018","Male",2019-10-18,2020-05-04,5.035,5.725,"Kuruman 26",13,"KR13F025",11,199,0.003467337,1,1
"KR26F021","Female",2019-10-19,2020-05-04,3.14,4.77,"Kuruman 26",13,"KR13F025",11,198,0.008232323,1,1
"KR26F024","Female",2019-10-20,2020-05-04,4.925,5.625,"Kuruman 26",13,"KR13F025",11,197,0.003553299,1,1
"KR26M019","Male",2019-10-18,2020-05-04,4.755,5.385,"Kuruman 26",13,"KR13F025",11,199,0.003165829,1,1
"KR26F022","Female",2019-10-20,2020-05-04,4.955,5.545,"Kuruman 26",13,"KR13F025",11,197,0.002994924,1,1
"KR26M020","Male",2019-10-19,2020-05-04,3.115,5.015,"Kuruman 26",13,"KR13F025",11,198,0.00959596,1,1
"KR26F023","Female",2019-10-20,2020-05-04,3.005,4.8,"Kuruman 26",13,"KR13F025",11,197,0.009111675,1,1
"KR13F006","Female",2015-09-20,2016-04-13,6.575,6.525,"Kuruman 13",22,"KR13F013",1,206,-0.000242718,1,1
"KR27M001","Male",2016-07-25,2017-02-05,3.955,5.555,"Kuruman 27",3,"KR13F006",11,195,0.008205128,1,1
"KR27M001","Male",2017-02-05,2017-08-07,5.555,5.965,"Kuruman 27",11,"KR13F006",12,183,0.002240437,1,1
"KR27F002","Female",2017-02-05,2017-08-08,4.365,5.37,"Kuruman 27",11,"KR13F006",12,184,0.005461957,1,1
"KR27F008","Female",2017-02-06,2017-08-08,4.65,5.47,"Kuruman 27",11,"KR13F006",12,183,0.004480874,1,1
"KR13M029","Male",2017-02-05,2017-08-09,6.955,6.915,"Kuruman 27",11,"KR13F006",12,185,-0.000216216,1,1
"KR27M006","Male",2017-02-07,2017-08-09,3.035,4.955,"Kuruman 27",11,"KR13F006",12,183,0.010491803,1,1
"KR27M004","Male",2017-02-06,2017-08-09,3.01,4.65,"Kuruman 27",11,"KR13F006",12,184,0.008913043,1,1
"KR27F003","Female",2017-02-06,2017-08-10,4.15,5.215,"Kuruman 27",11,"KR13F006",12,185,0.005756757,1,1
"KR27M005","Male",2017-02-06,2017-08-11,4.315,5.505,"Kuruman 27",11,"KR13F006",12,186,0.006397849,1,1
"KR27M009","Male",2019-09-21,2020-05-06,6.81,6.77,"Kuruman 27",6,"KR13F006",8,228,-0.000175439,0,1
"KR27F013","Female",2019-09-17,2020-05-06,5.5,5.495,"Kuruman 27",6,"KR13F006",8,232,-2.16e-05,0,1
"KR13M029","Male",2019-09-18,2020-05-06,7.155,7.195,"Kuruman 27",6,"KR13F006",8,231,0.00017316,0,1
"KR13M046","Male",2017-10-23,2018-04-21,6.94,7.16,"Kuruman 28",6,"KR28F001",8,180,0.001222222,0,1
"KR28F003","Female",2017-10-21,2018-04-22,4.15,5.345,"Kuruman 28",6,"KR28F001",8,183,0.006530055,0,1
"KR28M005","Male",2018-04-21,2018-09-15,4.595,5.71,"Kuruman 28",8,"KR28F001",9,147,0.007585034,1,1
"KR13M046","Male",2018-04-21,2018-09-15,7.16,7.195,"Kuruman 28",8,"KR28F001",9,147,0.000238095,1,1
"KR28F003","Female",2018-04-22,2018-09-18,5.345,5.665,"Kuruman 28",8,"KR28F001",9,149,0.002147651,1,1
"KR28M005","Male",2018-09-15,2019-03-19,5.71,6.75,"Kuruman 28",9,"KR28F001",11,185,0.005621622,1,1
"KR28M008","Male",2018-09-15,2019-03-19,5.115,6.105,"Kuruman 28",9,"KR28F001",11,185,0.005351351,1,1
"KR28F006","Female",2018-09-16,2019-03-19,4.655,5.425,"Kuruman 28",9,"KR28F001",11,184,0.004184783,1,1
"KR28M007","Male",2018-09-15,2019-03-19,5.115,6.23,"Kuruman 28",9,"KR28F001",11,185,0.006027027,1,1
"KR13M046","Male",2018-09-15,2019-03-20,7.195,7.27,"Kuruman 28",9,"KR28F001",11,186,0.000403226,1,1
"KR28F003","Female",2018-09-18,2019-03-20,5.665,5.785,"Kuruman 28",9,"KR28F001",11,183,0.000655738,1,1
"KR28F009","Female",2019-03-20,2019-09-16,5.78,6.015,"Kuruman 28",11,"KR28F001",8,180,0.001305556,1,1
"KR28M012","Male",2019-03-20,2019-09-16,3.275,5.26,"Kuruman 28",11,"KR28F001",8,180,0.011027778,1,1
"KR28F006","Female",2019-03-19,2019-09-16,5.425,5.59,"Kuruman 28",11,"KR28F001",8,181,0.000911602,1,1
"KR28M010","Male",2019-03-19,2019-09-16,6.09,6.64,"Kuruman 28",11,"KR28F001",8,181,0.003038674,1,1
"KR13M046","Male",2019-03-20,2019-09-17,7.27,7.43,"Kuruman 28",11,"KR28F001",8,181,0.000883978,1,1
"KR28F014","Female",2019-09-19,2020-03-17,2.995,4.78,"Kuruman 28",8,"KR28F001",13,180,0.009916667,1,0
"KR28F009","Female",2019-09-16,2020-03-17,6.015,6.225,"Kuruman 28",8,"KR28F001",13,183,0.001147541,1,0
"KR28F006","Female",2019-09-16,2020-03-17,5.59,6.075,"Kuruman 28",8,"KR28F001",13,183,0.002650273,1,0
"KR28M010","Male",2019-09-16,2020-03-17,6.64,7.415,"Kuruman 28",8,"KR28F001",13,183,0.004234973,1,0
"KR28F013","Female",2019-09-19,2020-03-19,2.795,4.55,"Kuruman 28",8,"KR28F001",13,182,0.009642857,1,0
"KR28M012","Male",2019-09-16,2020-03-19,5.26,6.1,"Kuruman 28",8,"KR28F001",13,185,0.004540541,1,0
"KR13M046","Male",2019-09-17,2020-03-20,7.43,7.425,"Kuruman 28",8,"KR28F001",13,185,-2.7e-05,1,0
"KR13F053","Female",2019-10-14,2020-04-06,6.215,6.3,"Kuruman 29",1,NA,1,175,0.000485714,1,1
"KR31M002","Male",2017-05-15,2017-10-22,5.29,5.755,"Kuruman 31",3,"KR31F001",6,160,0.00290625,1,0
"KR31M015","Male",2019-11-25,2020-04-20,4.355,5.785,"Kuruman 31",13,"KR31F005",17,147,0.009727891,1,1
"KR31M007","Male",2019-11-23,2020-04-20,5.52,6.165,"Kuruman 31",13,"KR31F005",17,149,0.004328859,1,1
"KR31F012","Female",2019-11-25,2020-04-20,5.79,5.955,"Kuruman 31",13,"KR31F005",17,147,0.001122449,1,1
"KR31F017","Female",2019-11-26,2020-04-20,3.825,4.96,"Kuruman 31",13,"KR31F005",17,146,0.007773973,1,1
"KR31F016","Female",2019-11-25,2020-04-20,5.635,5.73,"Kuruman 31",13,"KR31F005",17,147,0.000646259,1,1
"KR31F008","Female",2019-11-24,2020-04-20,4.225,5.33,"Kuruman 31",13,"KR31F005",17,148,0.007466216,1,1
"KR31M014","Male",2019-11-25,2020-04-21,6.23,6.405,"Kuruman 31",13,"KR31F005",17,148,0.001182432,1,1
"KR31F009","Female",2019-11-24,2020-04-21,5.155,5.355,"Kuruman 31",13,"KR31F005",17,149,0.001342282,1,1
"KR31F011","Female",2019-11-24,2020-04-21,5.445,5.305,"Kuruman 31",13,"KR31F005",17,149,-0.000939597,1,1
