AnimalID,Sex,DateofCapture,DateofRecapture,weight,weight2,GroupID,GroupSize,QueenID,GroupSizeRecapture,timediff,rateofbodymassgrowth
KR10M002,Male,01/12/2013,27/07/2014,45,92,Kuruman 10,4,KR10F004,5,238,0.197478992
KR10M002,Male,27/07/2014,17/02/2015,92,103,Kuruman 10,5,KR10F004,5,205,0.053658537
KR10M003,Male,02/12/2013,28/07/2014,142,142,Kuruman 10,4,KR10F004,5,238,0
KR10M003,Male,28/07/2014,16/02/2015,142,146,Kuruman 10,5,KR10F004,5,203,0.019704433
KR10M003,Male,16/02/2015,07/10/2015,146,160,Kuruman 10,5,KR10F004,5,233,0.060085837
KR10M003,Male,07/10/2015,26/04/2016,160,157,Kuruman 10,5,KR10F004,10,202,-0.014851485
KR10M003,Male,26/04/2016,20/02/2017,157,168,Kuruman 10,10,KR10F004,11,300,0.036666667
KR10M003,Male,20/02/2017,19/08/2017,168,165,Kuruman 10,11,KR10F004,12,180,-0.016666667
KR10M003,Male,19/08/2017,17/03/2018,165,170,Kuruman 10,12,KR10F004,17,210,0.023809524
KR10M003,Male,17/03/2018,03/10/2018,170,162,Kuruman 10,17,KR10F004,16,200,-0.04
KR10M003,Male,03/10/2018,13/03/2019,162,170,Kuruman 10,16,KR10F004,20,161,0.049689441
KR10M003,Male,13/03/2019,10/09/2019,170,138,Kuruman 10,20,KR10F004,19,181,-0.17679558
KR10M003,Male,10/09/2019,08/03/2020,138,146,Kuruman 10,19,KR10F004,16,180,0.044444444
KR10M006,Male,28/07/2014,16/02/2015,29,82,Kuruman 10,5,KR10F004,5,203,0.261083744
KR10M006,Male,16/02/2015,07/10/2015,82,121,Kuruman 10,5,KR10F004,5,233,0.167381974
KR10M006,Male,07/10/2015,26/04/2016,121,146,Kuruman 10,5,KR10F004,10,202,0.123762376
KR10M006,Male,26/04/2016,06/03/2017,146,191,Kuruman 10,10,KR10F004,2,314,0.143312102
KR10M006,Male,06/03/2017,13/09/2017,191,181,Kuruman 33,2,NA,4,191,-0.052356021
KR10M006,Male,17/10/2018,15/04/2019,171,181,Kuruman 33,5,KR1F019,7,180,0.055555556
KR10M006,Male,15/04/2019,10/10/2019,181,167,Kuruman 33,7,KR1F019,7,178,-0.078651685
KR10M006,Male,10/10/2019,16/04/2020,167,163,Kuruman 33,7,KR1F019,6,189,-0.021164021
KR10M007,Male,07/10/2015,26/04/2016,57,101,Kuruman 10,5,KR10F004,10,202,0.217821782
KR10M007,Male,26/04/2016,07/02/2017,101,182,Kuruman 10,10,KR10F004,12,287,0.282229965
KR10M013,Male,04/05/2017,09/10/2017,127,130,Kuruman 34,2,KR13F043,4,158,0.018987342
KR10M013,Male,06/04/2019,09/09/2019,143,129,Kuruman 34,7,KR13F043,8,156,-0.08974359
KR10M013,Male,09/09/2019,02/04/2020,129,147,Kuruman 34,8,KR13F043,8,206,0.087378641
KR10M014,Male,20/02/2017,19/08/2017,102,122,Kuruman 10,11,KR10F004,12,180,0.111111111
KR10M014,Male,19/08/2017,17/03/2018,122,150,Kuruman 10,12,KR10F004,17,210,0.133333333
KR10M014,Male,17/03/2018,02/10/2018,150,141,Kuruman 10,17,KR10F004,16,199,-0.045226131
KR10M014,Male,02/10/2018,14/03/2019,141,151,Kuruman 10,16,KR10F004,20,163,0.061349693
KR10M014,Male,14/03/2019,09/09/2019,151,134,Kuruman 10,20,KR10F004,19,179,-0.094972067
KR10M014,Male,09/09/2019,12/03/2020,134,145,Kuruman 10,19,KR10F004,16,185,0.059459459
KR10M016,Male,21/02/2017,19/08/2017,93,118,Kuruman 10,11,KR10F004,12,179,0.139664804
KR10M016,Male,19/08/2017,18/03/2018,118,147,Kuruman 10,12,KR10F004,17,211,0.137440758
KR10M016,Male,18/03/2018,03/10/2018,147,131,Kuruman 10,17,KR10F004,16,199,-0.08040201
KR10M016,Male,03/10/2018,13/03/2019,131,146,Kuruman 10,16,KR10F004,20,161,0.093167702
KR10M016,Male,13/03/2019,09/09/2019,146,119,Kuruman 10,20,KR10F004,19,180,-0.15
KR10M018,Male,21/02/2017,19/08/2017,48,92,Kuruman 10,11,KR10F004,12,179,0.245810056
KR10M018,Male,19/08/2017,18/03/2018,92,143,Kuruman 10,12,KR10F004,17,211,0.241706161
KR10M019,Male,22/02/2017,19/08/2017,92,134,Kuruman 10,11,KR10F004,12,178,0.235955056
KR10M019,Male,19/08/2017,17/03/2018,134,174,Kuruman 10,12,KR10F004,17,210,0.19047619
KR10M019,Male,17/03/2018,16/10/2018,174,181,Kuruman 10,17,KR10F004,3,213,0.03286385
KR10M019,Male,16/10/2018,13/03/2019,181,186,Kuruman 42,3,KR1F022,6,148,0.033783784
KR10M019,Male,13/03/2019,09/10/2019,186,178,Kuruman 42,6,KR1F022,7,210,-0.038095238
KR10M019,Male,09/10/2019,14/03/2020,178,192,Kuruman 42,7,KR1F022,7,157,0.089171975
KR10M020,Male,23/02/2017,22/08/2017,83,123,Kuruman 10,11,KR10F004,12,180,0.222222222
KR10M020,Male,22/08/2017,18/03/2018,123,170,Kuruman 10,12,KR10F004,17,208,0.225961538
KR10M021,Male,23/02/2017,19/08/2017,75,130,Kuruman 10,11,KR10F004,12,177,0.310734463
KR10M021,Male,19/08/2017,17/03/2018,130,177,Kuruman 10,12,KR10F004,17,210,0.223809524
KR10M023,Male,21/08/2017,18/03/2018,52,113,Kuruman 10,12,KR10F004,17,209,0.291866029
KR10M023,Male,18/03/2018,05/10/2018,113,140,Kuruman 10,17,KR10F004,16,201,0.134328358
KR10M023,Male,05/10/2018,13/03/2019,140,143,Kuruman 10,16,KR10F004,20,159,0.018867925
KR10M023,Male,13/03/2019,09/09/2019,143,124,Kuruman 10,20,KR10F004,19,180,-0.105555556
KR10M023,Male,09/09/2019,12/03/2020,124,144,Kuruman 10,19,KR10F004,16,185,0.108108108
KR10M025,Male,21/08/2017,19/03/2018,24,84,Kuruman 10,12,KR10F004,17,210,0.285714286
KR10M025,Male,19/03/2018,06/10/2018,84,96,Kuruman 10,17,KR10F004,16,201,0.059701493
KR10M025,Male,06/10/2018,14/03/2019,96,112,Kuruman 10,16,KR10F004,20,159,0.100628931
KR10M025,Male,14/03/2019,10/09/2019,112,108,Kuruman 10,20,KR10F004,19,180,-0.022222222
KR10M025,Male,10/09/2019,11/03/2020,108,121,Kuruman 10,19,KR10F004,16,183,0.071038251
KR10M026,Male,19/03/2018,07/10/2018,60,109,Kuruman 10,17,KR10F004,16,202,0.242574257
KR10M026,Male,07/10/2018,13/03/2019,109,111,Kuruman 10,16,KR10F004,20,157,0.012738854
KR10M026,Male,13/03/2019,09/09/2019,111,101,Kuruman 10,20,KR10F004,19,180,-0.055555556
KR10M026,Male,09/09/2019,12/03/2020,101,113,Kuruman 10,19,KR10F004,16,185,0.064864865
KR10M027,Male,19/03/2018,04/10/2018,59,105,Kuruman 10,17,KR10F004,16,199,0.231155779
KR10M027,Male,04/10/2018,13/03/2019,105,116,Kuruman 10,16,KR10F004,20,160,0.06875
KR10M027,Male,13/03/2019,10/09/2019,116,113,Kuruman 10,20,KR10F004,19,181,-0.016574586
KR10M027,Male,10/09/2019,09/03/2020,113,126,Kuruman 10,19,KR10F004,16,181,0.071823204
KR10M028,Male,17/03/2018,03/10/2018,100,136,Kuruman 10,17,KR10F004,16,200,0.18
KR10M028,Male,03/10/2018,13/03/2019,136,155,Kuruman 10,16,KR10F004,20,161,0.118012422
KR10M028,Male,13/03/2019,09/09/2019,155,141,Kuruman 10,20,KR10F004,19,180,-0.077777778
KR10M028,Male,09/09/2019,10/03/2020,141,157,Kuruman 10,19,KR10F004,16,183,0.087431694
KR10M029,Male,20/03/2018,06/10/2018,50,91,Kuruman 10,17,KR10F004,16,200,0.205
KR10M029,Male,06/10/2018,12/03/2019,91,102,Kuruman 10,16,KR10F004,20,157,0.070063694
KR10M029,Male,12/03/2019,10/09/2019,102,97,Kuruman 10,20,KR10F004,19,182,-0.027472527
KR10M029,Male,10/09/2019,10/03/2020,97,107,Kuruman 10,19,KR10F004,16,182,0.054945055
KR10M030,Male,04/10/2018,13/03/2019,58,87,Kuruman 10,16,KR10F004,20,160,0.18125
KR10M030,Male,13/03/2019,10/09/2019,87,77,Kuruman 10,20,KR10F004,19,181,-0.055248619
KR10M031,Male,05/10/2018,12/03/2019,35,67,Kuruman 10,16,KR10F004,20,158,0.202531646
KR10M031,Male,12/03/2019,10/09/2019,67,86,Kuruman 10,20,KR10F004,19,182,0.104395604
KR10M031,Male,10/09/2019,09/03/2020,86,109,Kuruman 10,19,KR10F004,16,181,0.127071823
KR10M032,Male,06/10/2018,13/03/2019,41,65,Kuruman 10,16,KR10F004,20,158,0.151898734
KR10M032,Male,13/03/2019,10/09/2019,65,70,Kuruman 10,20,KR10F004,19,181,0.027624309
KR10M032,Male,10/09/2019,11/03/2020,70,87,Kuruman 10,19,KR10F004,16,183,0.092896175
KR10M033,Male,06/10/2018,13/03/2019,33,77,Kuruman 10,16,KR10F004,20,158,0.278481013
KR10M033,Male,13/03/2019,10/09/2019,77,75,Kuruman 10,20,KR10F004,19,181,-0.011049724
KR10M033,Male,10/09/2019,11/03/2020,75,101,Kuruman 10,19,KR10F004,16,183,0.142076503
KR10M034,Male,16/03/2019,09/09/2019,30,53,Kuruman 10,20,KR10F004,19,177,0.129943503
KR10M034,Male,09/09/2019,11/03/2020,53,83,Kuruman 10,19,KR10F004,16,184,0.163043478
KR10M035,Male,17/03/2019,10/09/2019,30,63,Kuruman 10,20,KR10F004,19,177,0.186440678
KR10M035,Male,10/09/2019,09/03/2020,63,92,Kuruman 10,19,KR10F004,16,181,0.160220994
KR10M037,Male,14/03/2019,10/09/2019,66,83,Kuruman 10,20,KR10F004,19,180,0.094444444
KR11M004,Male,21/02/2017,19/08/2017,85,115,Kuruman 11,7,KR11F001,11,179,0.167597765
KR11M004,Male,19/08/2017,17/03/2018,115,164,Kuruman 11,11,KR11F001,15,210,0.233333333
KR11M004,Male,17/03/2018,06/10/2018,164,170,Kuruman 11,15,KR11F001,16,203,0.02955665
KR11M004,Male,06/10/2018,14/03/2019,170,178,Kuruman 11,16,NA,22,159,0.050314465
KR11M004,Male,14/03/2019,25/09/2019,178,147,Kuruman 11,22,KR11F001,20,195,-0.158974359
KR11M004,Male,25/09/2019,01/04/2020,147,135,Kuruman 11,20,KR11F001,17,189,-0.063492063
KR11M009,Male,20/08/2017,18/03/2018,54,122,Kuruman 11,11,KR11F001,15,210,0.323809524
KR11M009,Male,18/03/2018,03/10/2018,122,152,Kuruman 11,15,KR11F001,16,199,0.150753769
KR11M009,Male,03/10/2018,13/03/2019,152,183,Kuruman 11,16,NA,22,161,0.192546584
KR11M009,Male,13/03/2019,24/09/2019,183,137,Kuruman 11,22,KR11F001,20,195,-0.235897436
KR11M009,Male,24/09/2019,30/03/2020,137,126,Kuruman 11,20,KR11F001,17,188,-0.058510638
KR11M010,Male,20/08/2017,18/03/2018,29,105,Kuruman 11,11,KR11F001,15,210,0.361904762
KR11M010,Male,14/03/2019,26/09/2019,159,133,Kuruman 11,22,KR11F001,20,196,-0.132653061
KR11M010,Male,26/09/2019,01/04/2020,133,132,Kuruman 11,20,KR11F001,17,188,-0.005319149
KR11M011,Male,20/08/2017,18/03/2018,28,92,Kuruman 11,11,KR11F001,15,210,0.304761905
KR11M011,Male,18/03/2018,03/10/2018,92,117,Kuruman 11,15,KR11F001,16,199,0.125628141
KR11M011,Male,03/10/2018,13/03/2019,117,139,Kuruman 11,16,NA,22,161,0.136645963
KR11M011,Male,13/03/2019,24/09/2019,139,117,Kuruman 11,22,KR11F001,20,195,-0.112820513
KR11M011,Male,24/09/2019,01/04/2020,117,112,Kuruman 11,20,KR11F001,17,190,-0.026315789
KR11M014,Male,20/03/2018,14/03/2019,48,111,Kuruman 11,15,KR11F001,22,359,0.175487465
KR11M014,Male,14/03/2019,25/09/2019,111,101,Kuruman 11,22,KR11F001,20,195,-0.051282051
KR11M014,Male,25/09/2019,30/03/2020,101,93,Kuruman 11,20,KR11F001,17,187,-0.042780749
KR11M017,Male,04/10/2018,14/03/2019,54,92,Kuruman 11,16,NA,22,161,0.236024845
KR11M017,Male,14/03/2019,23/09/2019,92,87,Kuruman 11,22,KR11F001,20,193,-0.025906736
KR11M017,Male,23/09/2019,31/03/2020,87,82,Kuruman 11,20,KR11F001,17,190,-0.026315789
KR11M020,Male,13/03/2019,25/09/2019,79,82,Kuruman 11,22,KR11F001,20,196,0.015306122
KR11M023,Male,14/03/2019,23/09/2019,50,66,Kuruman 11,22,KR11F001,20,193,0.082901554
KR11M023,Male,23/09/2019,31/03/2020,66,65,Kuruman 11,20,KR11F001,17,190,-0.005263158
KR11M024,Male,14/03/2019,27/09/2019,46,64,Kuruman 11,22,KR11F001,20,197,0.091370558
KR13M004,Male,23/01/2014,06/08/2014,210,191,Kuruman 13,26,KR13F013,21,195,-0.097435897
KR13M004,Male,06/08/2014,10/02/2015,191,197,Kuruman 13,21,KR13F013,23,188,0.031914894
KR13M004,Male,10/02/2015,24/09/2015,197,193,Kuruman 13,23,KR13F013,22,226,-0.017699115
KR13M004,Male,24/09/2015,13/04/2016,193,196,Kuruman 13,22,KR13F013,24,202,0.014851485
KR13M004,Male,13/04/2016,24/01/2017,196,218,Kuruman 13,24,KR13F013,13,286,0.076923077
KR13M005,Male,23/01/2014,05/08/2014,105,139,Kuruman 13,26,KR13F013,21,194,0.175257732
KR13M005,Male,05/08/2014,10/02/2015,139,164,Kuruman 13,21,KR13F013,23,189,0.132275132
KR13M005,Male,08/05/2017,10/10/2017,175,181,Kuruman 36,14,KR1F004,14,155,0.038709677
KR13M005,Male,10/10/2017,21/04/2018,181,203,Kuruman 36,14,KR1F004,9,193,0.113989637
KR13M005,Male,21/04/2018,14/10/2018,203,167,Kuruman 36,9,KR1F004,12,176,-0.204545455
KR13M005,Male,14/10/2018,17/04/2019,167,192,Kuruman 36,12,KR1F004,15,185,0.135135135
KR13M008,Male,23/01/2014,05/08/2014,113,136,Kuruman 13,26,KR13F013,21,194,0.118556701
KR13M008,Male,05/08/2014,11/02/2015,136,155,Kuruman 13,21,KR13F013,23,190,0.1
KR13M012,Male,24/01/2014,06/08/2014,104,130,Kuruman 13,26,KR13F013,21,194,0.134020619
KR13M012,Male,06/08/2014,11/02/2015,130,140,Kuruman 13,21,KR13F013,23,189,0.052910053
KR13M015,Male,24/01/2014,06/08/2014,89,106,Kuruman 13,26,KR13F013,21,194,0.087628866
KR13M015,Male,06/08/2014,10/02/2015,106,126,Kuruman 13,21,KR13F013,23,188,0.106382979
KR13M022,Male,26/01/2014,05/08/2014,100,121,Kuruman 13,26,KR13F013,21,191,0.109947644
KR13M022,Male,05/08/2014,10/02/2015,121,148,Kuruman 13,21,KR13F013,23,189,0.142857143
KR13M024,Male,27/01/2014,06/08/2014,33,99,Kuruman 13,26,KR13F013,21,191,0.345549738
KR13M024,Male,06/08/2014,10/02/2015,99,128,Kuruman 13,21,KR13F013,23,188,0.154255319
KR13M026,Male,28/01/2014,07/08/2014,35,97,Kuruman 13,26,KR13F013,21,191,0.32460733
KR13M026,Male,07/08/2014,10/02/2015,97,123,Kuruman 13,21,KR13F013,23,187,0.139037433
KR13M029,Male,22/09/2015,12/04/2016,147,178,Kuruman 13,22,KR13F013,24,203,0.15270936
KR13M029,Male,05/02/2017,09/08/2017,176,163,Kuruman 27,11,KR13F006,12,185,-0.07027027
KR13M029,Male,28/11/2018,18/09/2019,194,174,Kuruman 27,8,KR13F006,6,294,-0.068027211
KR13M029,Male,18/09/2019,06/05/2020,174,181,Kuruman 27,6,KR13F006,8,231,0.03030303
KR13M030,Male,08/08/2014,10/02/2015,39,86,Kuruman 13,21,KR13F013,23,186,0.252688172
KR13M030,Male,10/02/2015,20/09/2015,86,137,Kuruman 13,23,KR13F013,22,222,0.22972973
KR13M030,Male,20/09/2015,12/04/2016,137,157,Kuruman 13,22,KR13F013,24,205,0.097560976
KR13M031,Male,08/08/2014,11/02/2015,35,84,Kuruman 13,21,KR13F013,23,187,0.262032086
KR13M031,Male,11/02/2015,20/09/2015,84,140,Kuruman 13,23,KR13F013,22,221,0.253393665
KR13M032,Male,12/02/2015,23/09/2015,29,96,Kuruman 13,23,KR13F013,22,223,0.30044843
KR13M032,Male,23/09/2015,12/04/2016,96,130,Kuruman 13,22,KR13F013,24,202,0.168316832
KR13M033,Male,11/02/2015,22/09/2015,23,81,Kuruman 13,23,KR13F013,22,223,0.260089686
KR13M033,Male,22/09/2015,12/04/2016,81,122,Kuruman 13,22,KR13F013,24,203,0.201970443
KR13M033,Male,12/04/2016,07/02/2017,122,163,Kuruman 13,24,KR13F013,12,301,0.136212625
KR13M036,Male,13/02/2015,23/09/2015,22,81,Kuruman 13,23,KR13F013,22,222,0.265765766
KR13M036,Male,23/09/2015,13/04/2016,81,117,Kuruman 13,22,KR13F013,24,203,0.177339901
KR13M041,Male,22/09/2015,13/04/2016,35,93,Kuruman 13,22,KR13F013,24,204,0.284313725
KR13M041,Male,13/04/2016,24/01/2017,93,178,Kuruman 13,24,KR13F013,13,286,0.297202797
KR13M045,Male,12/04/2016,23/01/2017,65,161,Kuruman 13,24,KR13F013,13,286,0.335664336
KR13M046,Male,13/04/2016,26/01/2017,68,145,Kuruman 13,24,KR13F013,13,288,0.267361111
KR13M046,Male,23/10/2017,21/04/2018,157,170,Kuruman 28,6,KR28F001,8,180,0.072222222
KR13M046,Male,21/04/2018,15/09/2018,170,163,Kuruman 28,8,KR28F001,9,147,-0.047619048
KR13M046,Male,15/09/2018,20/03/2019,163,185,Kuruman 28,9,KR28F001,11,186,0.11827957
KR13M046,Male,20/03/2019,17/09/2019,185,168,Kuruman 28,11,KR28F001,8,181,-0.093922652
KR13M046,Male,17/09/2019,20/03/2020,168,188,Kuruman 28,8,KR28F001,13,185,0.108108108
KR13M049,Male,14/04/2016,25/01/2017,20,135,Kuruman 13,24,KR13F013,13,286,0.402097902
KR13M049,Male,21/10/2017,14/04/2018,140,152,Kuruman 30,3,KR13F021,3,175,0.068571429
KR13M049,Male,14/04/2018,14/09/2018,152,154,Kuruman 30,3,KR13F021,3,153,0.013071895
KR13M051,Male,16/04/2016,24/01/2017,51,134,Kuruman 13,24,KR13F013,13,283,0.293286219
KR13M054,Male,20/04/2018,23/11/2018,179,194,Kuruman 28,8,KR28F001,5,217,0.069124424
KR13M054,Male,23/11/2018,21/03/2019,194,188,Kuruman 43,5,KR13F038,5,118,-0.050847458
KR13M054,Male,21/03/2019,17/09/2019,188,185,Kuruman 43,5,KR13F038,7,180,-0.016666667
KR13M054,Male,17/09/2019,17/03/2020,185,196,Kuruman 43,7,KR13F038,10,182,0.06043956
KR19M002,Male,13/02/2017,02/08/2017,22,64,Kuruman 19,8,KR13F017,7,170,0.247058824
KR19M004,Male,14/02/2017,03/08/2017,75,87,Kuruman 19,8,KR13F017,7,170,0.070588235
KR19M005,Male,25/03/2019,18/11/2019,107,120,Kuruman 19,9,KR13F017,12,238,0.054621849
KR19M005,Male,18/11/2019,30/04/2020,120,106,Kuruman 19,12,KR13F017,10,164,-0.085365854
KR19M006,Male,14/02/2017,01/08/2017,25,67,Kuruman 19,8,KR13F017,7,168,0.25
KR19M006,Male,01/08/2017,23/05/2018,67,96,Kuruman 19,7,KR13F017,8,295,0.098305085
KR19M006,Male,23/05/2018,15/11/2018,96,115,Kuruman 19,8,KR13F017,6,176,0.107954545
KR19M006,Male,15/11/2018,25/03/2019,115,119,Kuruman 19,6,KR13F017,9,130,0.030769231
KR19M006,Male,25/03/2019,20/11/2019,119,117,Kuruman 19,9,KR13F017,12,240,-0.008333333
KR19M006,Male,20/11/2019,28/04/2020,117,111,Kuruman 19,12,KR13F017,10,160,-0.0375
KR19M008,Male,23/05/2018,27/03/2019,60,100,Kuruman 19,8,KR13F017,9,308,0.12987013
KR19M011,Male,18/11/2018,17/11/2019,67,101,Kuruman 19,6,KR13F017,12,364,0.093406593
KR19M011,Male,17/11/2019,28/04/2020,101,90,Kuruman 19,12,KR13F017,10,163,-0.067484663
KR19M014,Male,16/11/2019,28/04/2020,64,74,Kuruman 19,12,KR13F017,10,164,0.06097561
KR19M016,Male,17/11/2019,29/04/2020,54,66,Kuruman 19,12,KR13F017,10,164,0.073170732
KR1M008,Male,18/11/2013,29/07/2014,52,100,Kuruman 1,18,KR1F007,10,253,0.18972332
KR1M008,Male,29/07/2014,18/02/2015,100,140,Kuruman 1,10,KR1F007,10,204,0.196078431
KR1M008,Male,18/02/2015,15/10/2015,140,162,Kuruman 1,10,KR1F007,7,239,0.092050209
KR1M008,Male,15/10/2015,27/04/2016,162,170,Kuruman 1,7,KR1F007,9,195,0.041025641
KR1M009,Male,18/11/2013,30/07/2014,163,154,Kuruman 1,18,KR1F007,10,254,-0.035433071
KR1M009,Male,30/07/2014,17/02/2015,154,169,Kuruman 1,10,KR1F007,10,202,0.074257426
KR1M009,Male,17/02/2015,16/10/2015,169,172,Kuruman 1,10,KR1F007,7,241,0.012448133
KR1M009,Male,16/10/2015,27/04/2016,172,162,Kuruman 1,7,KR1F007,9,194,-0.051546392
KR1M009,Male,03/05/2017,09/10/2017,173,165,Kuruman 1,4,KR1F007,4,159,-0.050314465
KR1M009,Male,09/10/2017,23/03/2018,165,171,Kuruman 1,4,KR1F007,4,165,0.036363636
KR1M010,Male,19/11/2013,16/09/2014,158,151,Kuruman 1,18,KR1F007,8,301,-0.023255814
KR1M010,Male,16/09/2014,27/03/2015,151,160,Lonely 13,8,L13F008,8,192,0.046875
KR1M010,Male,27/03/2015,23/02/2016,160,162,Lonely 13,8,L13F008,12,333,0.006006006
KR1M010,Male,23/02/2016,10/09/2016,162,169,Lonely 13,12,L13F008,8,200,0.035
