AnimalID,Sex,DateofCapture,DateofRecapture,weight,weight2,GroupID,GroupSize,QueenID,GroupSizeRecapture,timediff,rateofbodymassgrowth
KR1M010,Male,10/09/2016,06/06/2017,169,152,Lonely 13,8,L13F008,10,269,-0.063197026
KR1M017,Male,22/11/2013,27/07/2014,51,83,Kuruman 1,18,KR1F007,10,247,0.129554656
KR1M017,Male,27/07/2014,16/02/2015,83,114,Kuruman 1,10,KR1F007,10,204,0.151960784
KR20M001,Male,17/01/2017,02/08/2017,79,108,Kuruman 20,7,KR8F003,10,197,0.147208122
KR20M002,Male,19/01/2017,01/08/2017,26,77,Kuruman 20,7,KR8F003,10,194,0.262886598
KR20M002,Male,01/08/2017,09/05/2018,77,117,Kuruman 20,10,KR8F003,13,281,0.142348754
KR20M002,Male,09/05/2018,21/09/2018,117,109,Kuruman 20,13,KR8F003,14,135,-0.059259259
KR20M002,Male,21/09/2018,25/03/2019,109,135,Kuruman 20,14,KR8F003,17,185,0.140540541
KR20M003,Male,19/01/2017,02/08/2017,26,86,Kuruman 20,7,KR8F003,10,195,0.307692308
KR20M003,Male,02/08/2017,11/05/2018,86,134,Kuruman 20,10,KR8F003,13,282,0.170212766
KR20M003,Male,11/05/2018,22/09/2018,134,130,Kuruman 20,13,KR8F003,14,134,-0.029850746
KR20M004,Male,19/01/2017,02/08/2017,29,80,Kuruman 20,7,KR8F003,10,195,0.261538462
KR20M005,Male,18/01/2017,01/08/2017,29,95,Kuruman 20,7,KR8F003,10,195,0.338461538
KR20M005,Male,01/08/2017,10/05/2018,95,140,Kuruman 20,10,KR8F003,13,282,0.159574468
KR20M005,Male,10/05/2018,21/09/2018,140,142,Kuruman 20,13,KR8F003,14,134,0.014925373
KR20M005,Male,21/09/2018,25/03/2019,142,160,Kuruman 20,14,KR8F003,17,185,0.097297297
KR20M006,Male,02/08/2017,11/05/2018,48,98,Kuruman 20,10,KR8F003,13,282,0.177304965
KR20M006,Male,11/05/2018,22/09/2018,98,100,Kuruman 20,13,KR8F003,14,134,0.014925373
KR20M006,Male,22/09/2018,27/03/2019,100,135,Kuruman 20,14,KR8F003,17,186,0.188172043
KR20M008,Male,03/08/2017,10/05/2018,48,98,Kuruman 20,10,KR8F003,13,280,0.178571429
KR20M008,Male,10/05/2018,26/09/2018,98,113,Kuruman 20,13,KR8F003,14,139,0.107913669
KR20M008,Male,26/09/2018,27/03/2019,113,147,Kuruman 20,14,KR8F003,17,182,0.186813187
KR20M010,Male,13/05/2018,23/09/2018,69,100,Kuruman 20,13,KR8F003,14,133,0.233082707
KR20M010,Male,23/09/2018,25/03/2019,100,128,Kuruman 20,14,KR8F003,17,183,0.153005464
KR20M014,Male,22/09/2018,26/03/2019,55,96,Kuruman 20,14,KR8F003,17,185,0.221621622
KR24M003,Male,25/09/2019,30/03/2020,153,173,Kuruman 24,3,KR1F015,3,187,0.106951872
KR26M001,Male,31/01/2017,07/08/2017,62,109,Kuruman 26,5,KR13F025,9,188,0.25
KR26M001,Male,07/08/2017,01/04/2018,109,150,Kuruman 26,9,KR13F025,15,237,0.172995781
KR26M003,Male,31/01/2017,07/08/2017,58,98,Kuruman 26,5,KR13F025,9,188,0.212765957
KR26M003,Male,07/08/2017,31/03/2018,98,150,Kuruman 26,9,KR13F025,15,236,0.220338983
KR26M006,Male,08/08/2017,30/03/2018,80,129,Kuruman 26,9,KR13F025,15,234,0.209401709
KR26M008,Male,30/03/2018,07/11/2018,79,99,Kuruman 26,15,KR13F025,9,222,0.09009009
KR26M014,Male,06/11/2018,18/10/2019,58,126,Kuruman 26,9,KR13F025,13,346,0.196531792
KR26M015,Male,07/11/2018,17/10/2019,74,137,Kuruman 26,9,KR13F025,13,344,0.183139535
KR26M017,Male,17/10/2019,04/05/2020,93,124,Kuruman 26,13,KR13F025,11,200,0.155
KR26M018,Male,18/10/2019,04/05/2020,82,106,Kuruman 26,13,KR13F025,11,199,0.120603015
KR26M019,Male,18/10/2019,04/05/2020,78,86,Kuruman 26,13,KR13F025,11,199,0.040201005
KR26M020,Male,19/10/2019,04/05/2020,27,66,Kuruman 26,13,KR13F025,11,198,0.196969697
KR27M001,Male,25/07/2016,05/02/2017,61,106,Kuruman 27,3,KR13F006,11,195,0.230769231
KR27M001,Male,05/02/2017,07/08/2017,106,123,Kuruman 27,11,KR13F006,12,183,0.092896175
KR27M004,Male,06/02/2017,09/08/2017,28,85,Kuruman 27,11,KR13F006,12,184,0.309782609
KR27M004,Male,20/04/2018,14/11/2018,128,140,Kuruman 7,2,KR7F007,4,208,0.057692308
KR27M004,Male,02/10/2019,20/05/2020,137,142,Kuruman 7,11,KR7F007,6,231,0.021645022
KR27M005,Male,06/02/2017,11/08/2017,59,112,Kuruman 27,11,KR13F006,12,186,0.284946237
KR27M005,Male,11/08/2017,10/04/2018,112,166,Kuruman 27,12,KR13F006,16,242,0.223140496
KR27M006,Male,07/02/2017,09/08/2017,34,89,Kuruman 27,11,KR13F006,12,183,0.300546448
KR27M006,Male,09/08/2017,09/04/2018,89,148,Kuruman 27,12,KR13F006,16,243,0.242798354
KR27M009,Male,10/08/2017,07/04/2018,69,110,Kuruman 27,12,KR13F006,16,240,0.170833333
KR27M009,Male,21/09/2019,06/05/2020,165,149,Kuruman 27,6,KR13F006,8,228,-0.070175439
KR27M014,Male,07/04/2018,25/11/2018,49,131,Kuruman 27,16,KR13F006,8,232,0.353448276
KR27M015,Male,09/04/2018,28/11/2018,71,126,Kuruman 27,16,KR13F006,8,233,0.236051502
KR27M017,Male,10/04/2018,28/11/2018,29,114,Kuruman 27,16,KR13F006,8,232,0.36637931
KR28M005,Male,21/04/2018,15/09/2018,66,105,Kuruman 28,8,KR28F001,9,147,0.265306122
KR28M005,Male,15/09/2018,19/03/2019,105,141,Kuruman 28,9,KR28F001,11,185,0.194594595
KR28M007,Male,21/04/2018,15/09/2018,35,89,Kuruman 28,8,KR28F001,9,147,0.367346939
KR28M007,Male,15/09/2018,19/03/2019,89,127,Kuruman 28,9,KR28F001,11,185,0.205405405
KR28M008,Male,23/04/2018,15/09/2018,37,81,Kuruman 28,8,KR28F001,9,145,0.303448276
KR28M008,Male,15/09/2018,19/03/2019,81,126,Kuruman 28,9,KR28F001,11,185,0.243243243
KR28M010,Male,16/09/2018,19/03/2019,50,116,Kuruman 28,9,KR28F001,11,184,0.358695652
KR28M010,Male,19/03/2019,16/09/2019,116,131,Kuruman 28,11,KR28F001,8,181,0.082872928
KR28M010,Male,16/09/2019,17/03/2020,131,174,Kuruman 28,8,KR28F001,13,183,0.234972678
KR28M012,Male,20/03/2019,16/09/2019,33,86,Kuruman 28,11,KR28F001,8,180,0.294444444
KR28M012,Male,16/09/2019,19/03/2020,86,122,Kuruman 28,8,KR28F001,13,185,0.194594595
KR30M001,Male,20/10/2017,14/04/2018,30,75,Kuruman 30,3,KR13F021,3,176,0.255681818
KR30M001,Male,14/04/2018,14/09/2018,75,96,Kuruman 30,3,KR13F021,3,153,0.137254902
KR31M002,Male,15/05/2017,22/10/2017,92,114,Kuruman 31,3,KR31F001,6,160,0.1375
KR31M002,Male,22/10/2017,01/04/2018,114,130,Kuruman 31,6,KR31F001,7,161,0.099378882
KR31M003,Male,19/10/2017,29/03/2018,66,103,Kuruman 31,6,KR31F001,7,161,0.229813665
KR31M003,Male,30/09/2019,23/03/2020,170,172,Kuruman 45,2,KR45F001,3,175,0.011428571
KR31M007,Male,23/11/2019,20/04/2020,112,150,Kuruman 31,13,KR31F005,17,149,0.255033557
KR31M010,Male,24/11/2019,22/04/2020,62,104,Kuruman 31,13,KR31F005,17,150,0.28
KR31M013,Male,25/11/2019,21/04/2020,32,80,Kuruman 31,13,KR31F005,17,148,0.324324324
KR31M014,Male,25/11/2019,21/04/2020,155,167,Kuruman 31,13,KR31F005,17,148,0.081081081
KR31M015,Male,25/11/2019,20/04/2020,56,89,Kuruman 31,13,KR31F005,17,147,0.224489796
KR33M002,Male,16/10/2018,15/04/2019,133,146,Kuruman 33,5,KR1F019,7,181,0.071823204
KR33M002,Male,15/04/2019,09/10/2019,146,136,Kuruman 33,7,KR1F019,7,177,-0.056497175
KR33M002,Male,09/10/2019,15/04/2020,136,142,Kuruman 33,7,KR1F019,6,189,0.031746032
KR34M001,Male,06/04/2019,11/09/2019,85,83,Kuruman 34,7,KR13F043,8,158,-0.012658228
KR34M001,Male,11/09/2019,01/04/2020,83,98,Kuruman 34,8,KR13F043,8,203,0.073891626
KR34M002,Male,07/04/2019,09/09/2019,96,86,Kuruman 34,7,KR13F043,8,155,-0.064516129
KR34M002,Male,09/09/2019,02/04/2020,86,100,Kuruman 34,8,KR13F043,8,206,0.067961165
KR34M003,Male,06/04/2019,09/09/2019,60,118,Kuruman 34,7,KR13F043,8,156,0.371794872
KR34M003,Male,09/09/2019,01/04/2020,118,81,Kuruman 34,8,KR13F043,8,205,-0.180487805
KR35M002,Male,05/04/2019,06/10/2019,65,94,Kuruman 35,5,KR13F040,7,184,0.157608696
KR35M002,Male,06/10/2019,14/04/2020,94,107,Kuruman 35,7,KR13F040,9,191,0.068062827
KR35M005,Male,07/10/2019,13/04/2020,27,81,Kuruman 35,7,KR13F040,9,189,0.285714286
KR36M001,Male,08/05/2017,09/10/2017,117,136,Kuruman 36,14,KR1F004,14,154,0.123376623
KR36M001,Male,09/10/2017,06/04/2018,136,183,Kuruman 36,14,KR1F004,3,179,0.262569832
KR36M001,Male,06/04/2018,27/11/2018,183,141,Kuruman 39,3,KR13F019,5,235,-0.178723404
KR36M001,Male,27/11/2018,20/03/2019,141,156,Kuruman 39,5,KR13F019,5,113,0.132743363
KR36M001,Male,20/03/2019,16/09/2019,156,158,Kuruman 39,5,KR13F019,6,180,0.011111111
KR36M001,Male,16/09/2019,16/03/2020,158,168,Kuruman 39,6,KR13F019,6,182,0.054945055
KR36M002,Male,08/05/2017,10/10/2017,74,98,Kuruman 36,14,KR1F004,14,155,0.15483871
KR36M005,Male,08/05/2017,09/10/2017,35,89,Kuruman 36,14,KR1F004,14,154,0.350649351
KR36M007,Male,09/05/2017,09/10/2017,38,92,Kuruman 36,14,KR1F004,14,153,0.352941176
KR36M007,Male,09/10/2017,17/04/2018,92,155,Kuruman 36,14,KR1F004,9,190,0.331578947
KR36M007,Male,17/04/2018,04/04/2019,155,135,Kuruman 36,9,KR1F004,5,352,-0.056818182
KR36M007,Male,04/04/2019,06/10/2019,135,143,Kuruman 35,5,KR13F040,7,185,0.043243243
KR36M007,Male,06/10/2019,13/04/2020,143,165,Kuruman 35,7,KR13F040,9,190,0.115789474
KR36M014,Male,19/04/2018,14/10/2018,53,107,Kuruman 36,9,KR1F004,12,178,0.303370787
KR36M014,Male,14/10/2018,15/04/2019,107,175,Kuruman 36,12,KR1F004,15,183,0.371584699
KR36M015,Male,18/04/2018,13/10/2018,114,139,Kuruman 36,9,KR1F004,12,178,0.140449438
KR36M016,Male,13/10/2018,17/04/2019,85,156,Kuruman 36,12,KR1F004,15,186,0.38172043
KR36M017,Male,13/10/2018,15/04/2019,71,152,Kuruman 36,12,KR1F004,15,184,0.440217391
KR39M001,Male,28/11/2018,19/03/2019,48,63,Kuruman 39,5,KR13F019,5,111,0.135135135
KR39M001,Male,19/03/2019,17/09/2019,63,90,Kuruman 39,5,KR13F019,6,182,0.148351648
KR39M001,Male,17/09/2019,16/03/2020,90,113,Kuruman 39,6,KR13F019,6,181,0.127071823
KR39M002,Male,27/11/2018,20/03/2019,51,75,Kuruman 39,5,KR13F019,5,113,0.212389381
KR39M002,Male,20/03/2019,17/09/2019,75,102,Kuruman 39,5,KR13F019,6,181,0.149171271
KR39M003,Male,17/09/2019,17/03/2020,26,56,Kuruman 39,6,KR13F019,6,182,0.164835165
KR39M004,Male,17/09/2019,17/03/2020,29,72,Kuruman 39,6,KR13F019,6,182,0.236263736
KR42M003,Male,13/03/2019,07/10/2019,15,72,Kuruman 42,6,KR1F022,7,208,0.274038462
KR42M003,Male,07/10/2019,11/03/2020,72,93,Kuruman 42,7,KR1F022,7,156,0.134615385
KR42M004,Male,13/03/2019,06/10/2019,12,69,Kuruman 42,6,KR1F022,7,207,0.275362319
KR42M004,Male,06/10/2019,10/03/2020,69,94,Kuruman 42,7,KR1F022,7,156,0.16025641
KR43M001,Male,24/11/2018,20/03/2019,37,63,Kuruman 43,5,KR13F038,5,116,0.224137931
KR43M005,Male,19/09/2019,17/03/2020,35,82,Kuruman 43,7,KR13F038,10,180,0.261111111
KR49M001,Male,28/10/2019,20/05/2020,108,131,Kuruman 49,17,KR49F016,13,205,0.112195122
KR49M004,Male,28/10/2019,20/05/2020,63,90,Kuruman 49,17,KR49F016,13,205,0.131707317
KR49M007,Male,28/10/2019,19/05/2020,100,120,Kuruman 49,17,KR49F016,13,204,0.098039216
KR49M008,Male,28/10/2019,19/05/2020,102,114,Kuruman 49,17,KR49F016,13,204,0.058823529
KR49M010,Male,29/10/2019,18/05/2020,131,155,Kuruman 49,17,KR49F016,2,202,0.118811881
KR49M011,Male,29/10/2019,20/05/2020,104,144,Kuruman 49,17,KR49F016,13,204,0.196078431
KR7M014,Male,06/12/2013,08/08/2014,91,120,Kuruman 7,17,KR7F010,6,245,0.118367347
KR7M014,Male,08/08/2014,04/03/2015,120,138,Kuruman 7,6,NA,5,208,0.086538462
KR7M016,Male,06/12/2013,08/08/2014,63,99,Kuruman 7,17,KR7F010,6,245,0.146938776
KR7M016,Male,08/08/2014,03/03/2015,99,112,Kuruman 7,6,NA,5,207,0.062801932
KR7M016,Male,07/11/2018,10/03/2019,160,168,Kuruman 8,16,NA,15,123,0.06504065
KR7M016,Male,10/03/2019,16/10/2019,168,165,Kuruman 8,15,KR8F012,15,220,-0.013636364
KR7M016,Male,16/10/2019,20/04/2020,165,169,Kuruman 8,15,KR8F012,22,187,0.021390374
KR7M018,Male,14/11/2018,09/03/2019,35,67,Kuruman 7,4,KR7F007,6,115,0.27826087
KR7M018,Male,09/03/2019,30/09/2019,67,110,Kuruman 7,6,KR7F007,11,205,0.209756098
KR7M021,Male,10/03/2019,01/10/2019,51,97,Kuruman 7,6,KR7F007,11,205,0.224390244
KR7M022,Male,30/09/2019,20/05/2020,47,95,Kuruman 7,11,KR7F007,6,233,0.206008584
KR8M010,Male,07/02/2017,14/08/2017,66,101,Kuruman 8,12,KR8F002,11,188,0.186170213
KR8M011,Male,06/02/2017,14/08/2017,154,153,Kuruman 8,12,KR8F002,11,189,-0.005291005
KR8M011,Male,09/11/2018,10/03/2019,192,203,Kuruman 8,16,NA,15,121,0.090909091
KR8M011,Male,10/03/2019,16/10/2019,203,195,Kuruman 8,15,KR8F012,15,220,-0.036363636
KR8M011,Male,16/10/2019,20/04/2020,195,204,Kuruman 8,15,KR8F012,22,187,0.048128342
KR8M013,Male,08/02/2017,16/08/2017,90,143,Kuruman 8,12,KR8F002,11,189,0.28042328
KR8M013,Male,16/08/2017,02/05/2018,143,175,Kuruman 8,11,KR8F002,16,259,0.123552124
KR8M013,Male,02/05/2018,05/11/2018,175,180,Kuruman 8,16,KR8F002,16,187,0.026737968
KR8M013,Male,05/11/2018,10/03/2019,180,198,Kuruman 8,16,NA,15,125,0.144
KR8M013,Male,10/03/2019,16/10/2019,198,190,Kuruman 8,15,KR8F012,15,220,-0.036363636
KR8M013,Male,16/10/2019,21/04/2020,190,189,Kuruman 8,15,KR8F012,22,188,-0.005319149
KR8M018,Male,15/08/2017,02/05/2018,50,121,Kuruman 8,11,KR8F002,16,260,0.273076923
KR8M018,Male,02/05/2018,09/11/2018,121,128,Kuruman 8,16,KR8F002,16,191,0.036649215
KR8M019,Male,15/08/2017,01/05/2018,72,122,Kuruman 8,11,KR8F002,16,259,0.193050193
KR8M020,Male,30/04/2018,07/11/2018,45,96,Kuruman 8,16,KR8F002,16,191,0.267015707
KR8M020,Male,07/11/2018,10/03/2019,96,119,Kuruman 8,16,NA,15,123,0.18699187
KR8M022,Male,02/05/2018,05/11/2018,75,108,Kuruman 8,16,KR8F002,16,187,0.176470588
KR8M022,Male,05/11/2018,10/03/2019,108,137,Kuruman 8,16,NA,15,125,0.232
KR8M023,Male,07/11/2018,10/03/2019,107,145,Kuruman 8,16,NA,15,123,0.308943089
KR8M024,Male,09/11/2018,10/03/2019,100,120,Kuruman 8,16,NA,15,121,0.165289256
KR8M024,Male,10/03/2019,15/10/2019,120,131,Kuruman 8,15,KR8F012,15,219,0.050228311
KR8M024,Male,15/10/2019,20/04/2020,131,138,Kuruman 8,15,KR8F012,22,188,0.037234043
KR8M026,Male,02/05/2018,07/11/2018,64,124,Kuruman 8,16,KR8F002,16,189,0.317460317
KR8M026,Male,07/11/2018,10/03/2019,124,143,Kuruman 8,16,NA,15,123,0.154471545
KR8M032,Male,10/03/2019,15/10/2019,47,106,Kuruman 8,15,KR8F012,15,219,0.269406393
KR8M032,Male,15/10/2019,21/04/2020,106,125,Kuruman 8,15,KR8F012,22,189,0.100529101
KR8M034,Male,16/10/2019,20/04/2020,67,107,Kuruman 8,15,KR8F012,22,187,0.213903743
KR8M035,Male,16/10/2019,20/04/2020,80,120,Kuruman 8,15,KR8F012,22,187,0.213903743
KR8M037,Male,16/10/2019,20/04/2020,54,100,Kuruman 8,15,KR8F012,22,187,0.245989305
L10M001,Male,22/09/2016,21/06/2017,141,146,Lonely 10,3,L10F003,8,272,0.018382353
L11M001,Male,23/09/2013,03/03/2014,130,138,Lonely 11,25,L11F025,16,161,0.049689441
L11M001,Male,03/03/2014,29/01/2015,138,152,Lonely 11,16,NA,8,332,0.042168675
L11M001,Male,10/09/2016,30/05/2017,167,170,Lonely 14,9,L14F013,13,262,0.011450382
L11M002,Male,23/09/2013,03/03/2014,170,160,Lonely 11,25,L11F025,16,161,-0.062111801
L11M007,Male,23/09/2013,09/06/2014,119,145,Lonely 11,25,L11F025,2,259,0.1003861
L11M007,Male,09/06/2014,10/12/2014,145,156,Lonely 38,2,L38F001,5,184,0.059782609
L11M008,Male,23/09/2013,03/03/2014,55,102,Lonely 11,25,L11F025,16,161,0.291925466
L11M008,Male,03/03/2014,18/09/2014,102,125,Lonely 11,16,NA,9,199,0.115577889
L11M008,Male,18/09/2014,23/03/2015,125,143,Lonely 11,9,NA,8,186,0.096774194
L11M010,Male,24/09/2013,05/03/2014,104,117,Lonely 11,25,L11F025,16,162,0.080246914
L11M013,Male,24/09/2013,03/03/2014,152,150,Lonely 11,25,L11F025,16,160,-0.0125
L11M022,Male,24/09/2013,03/03/2014,112,129,Lonely 11,25,L11F025,16,160,0.10625
L11M022,Male,03/03/2014,23/06/2014,129,143,Lonely 11,16,NA,2,112,0.125
L11M022,Male,23/06/2014,08/03/2015,143,162,Lonely 17,2,NA,1,258,0.073643411
L11M023,Male,25/09/2013,02/03/2014,78,106,Lonely 11,25,L11F025,16,158,0.17721519
L11M023,Male,02/03/2014,17/09/2014,106,141,Lonely 11,16,NA,9,199,0.175879397
L11M023,Male,17/09/2014,24/03/2015,141,153,Lonely 11,9,NA,8,188,0.063829787
L13M003,Male,29/09/2013,02/03/2014,127,156,Lonely 13,12,L13F009,10,154,0.188311688
L13M003,Male,02/03/2014,10/10/2014,156,148,Lonely 13,10,L13F009,8,222,-0.036036036
L13M003,Male,17/09/2016,28/06/2017,157,147,Lonely 16,9,L16F001,12,284,-0.035211268
L13M004,Male,30/09/2013,03/03/2014,119,146,Lonely 13,12,L13F009,10,154,0.175324675
L13M007,Male,30/09/2013,01/03/2014,128,169,Lonely 13,12,L13F009,10,152,0.269736842
L13M012,Male,02/10/2013,02/03/2014,102,121,Lonely 13,12,L13F009,10,151,0.125827815
L13M016,Male,16/09/2014,26/03/2015,124,145,Lonely 13,8,L13F008,8,191,0.109947644
L13M016,Male,26/03/2015,27/02/2016,145,162,Lonely 13,8,L13F008,7,338,0.050295858
L13M016,Male,27/02/2016,09/09/2016,162,159,Lonely 15,7,L15F002,8,195,-0.015384615
L13M016,Male,09/09/2016,05/06/2017,159,157,Lonely 15,8,L15F002,10,269,-0.007434944
L13M022,Male,27/03/2015,23/02/2016,33,112,Lonely 13,8,L13F008,12,333,0.237237237
L13M023,Male,27/03/2015,23/02/2016,31,113,Lonely 13,8,L13F008,12,333,0.246246246
L13M028,Male,24/02/2016,10/09/2016,37,105,Lonely 13,12,L13F008,8,199,0.341708543
L13M028,Male,10/09/2016,05/06/2017,105,123,Lonely 13,8,L13F008,10,268,0.067164179
L13M031,Male,10/09/2016,05/06/2017,94,121,Lonely 13,8,L13F008,10,268,0.100746269
L14M001,Male,02/03/2014,16/09/2014,96,133,Lonely 14,13,L14F011,8,198,0.186868687
L14M002,Male,02/03/2014,16/09/2014,47,105,Lonely 14,13,L14F011,8,198,0.292929293
L14M002,Male,16/09/2014,31/01/2015,105,123,Lonely 14,8,L14F013,2,137,0.131386861
L14M002,Male,09/02/2016,10/09/2016,160,165,Lonely 62,6,L14F004,6,214,0.023364486
L14M002,Male,10/09/2016,05/06/2017,165,181,Lonely 62,6,L14F004,6,268,0.059701493
L14M005,Male,02/03/2014,17/09/2014,89,121,Lonely 14,13,L14F011,8,199,0.16080402
L14M005,Male,17/09/2014,29/01/2015,121,135,Lonely 14,8,L14F013,8,134,0.104477612
L14M010,Male,23/09/2016,21/06/2017,175,173,Lonely 48,6,L48F001,11,271,-0.007380074
L14M012,Male,03/03/2014,17/09/2014,51,115,Lonely 14,13,L14F011,8,198,0.323232323
L14M022,Male,08/02/2016,09/09/2016,73,120,Lonely 14,12,L14F013,9,214,0.219626168
L14M022,Male,09/09/2016,31/05/2017,120,148,Lonely 14,9,L14F013,13,264,0.106060606
L14M024,Male,10/02/2016,10/09/2016,42,98,Lonely 14,12,L14F013,9,213,0.262910798
L14M024,Male,10/09/2016,30/05/2017,98,126,Lonely 14,9,L14F013,13,262,0.106870229
L14M026,Male,11/02/2016,10/09/2016,45,105,Lonely 14,12,L14F013,9,212,0.283018868
L14M026,Male,10/09/2016,30/05/2017,105,138,Lonely 14,9,L14F013,13,262,0.125954198
L14M027,Male,09/09/2016,31/05/2017,103,139,Lonely 14,9,L14F013,13,264,0.136363636
